PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
153,PO-2026-0153,3,Alpine Ski House,2026-04-07,2026-04-22,2026-04-25,Delivered,76737.76,Main Warehouse,buyer2,Low,Order for Ski products,system,2026-04-07 00:00:00
154,PO-2026-0154,3,Alpine Ski House,2026-04-12,2026-04-25,2026-04-27,Delivered,8500.29,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-04-12 00:00:00
155,PO-2026-0155,2,Proseware Inc,2026-03-31,2026-04-08,2026-04-13,Delivered,2701.0,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2026-03-31 00:00:00
156,PO-2026-0156,3,Alpine Ski House,2026-03-07,2026-03-21,2026-03-24,Delivered,74350.72,Regional DC,buyer1,Low,Order for Ski products,system,2026-03-07 00:00:00
157,PO-2026-0157,1,Contoso Ltd,2026-03-12,2026-03-21,2026-03-24,Delivered,4251.6,Main Warehouse,buyer1,Medium,Order for Camping products,system,2026-03-12 00:00:00
158,PO-2026-0158,2,Proseware Inc,2026-04-01,2026-04-10,2026-04-10,Delivered,5837.61,Regional DC,buyer1,Medium,Order for Kitchen products,system,2026-04-01 00:00:00
159,PO-2026-0159,4,Worldwide Importers,2026-03-29,2026-04-19,2026-04-22,Delivered,3333.6,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-03-29 00:00:00
160,PO-2026-0160,4,Worldwide Importers,2026-02-04,2026-02-25,2026-02-27,Delivered,7790.32,Main Warehouse,buyer1,Low,Multi-category order,system,2026-02-04 00:00:00
161,PO-2026-0161,3,Alpine Ski House,2026-03-29,2026-04-08,2026-04-08,Delivered,99529.51,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-03-29 00:00:00
162,PO-2026-0162,1,Contoso Ltd,2026-03-07,2026-03-17,2026-03-20,Delivered,9892.33,Backup Warehouse,buyer1,Low,Order for Camping products,system,2026-03-07 00:00:00
163,PO-2026-0163,2,Proseware Inc,2026-03-28,2026-04-12,2026-04-14,Delivered,5327.62,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-03-28 00:00:00
164,PO-2026-0164,2,Proseware Inc,2026-04-06,2026-04-17,2026-04-17,Delivered,4184.98,Main Warehouse,supply_manager,Medium,Order for Kitchen products,system,2026-04-06 00:00:00
165,PO-2026-0165,2,Proseware Inc,2026-02-17,2026-03-03,2026-03-03,Delivered,11394.65,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-02-17 00:00:00
166,PO-2026-0166,3,Alpine Ski House,2026-04-08,2026-04-22,2026-04-24,Delivered,94870.57,Regional DC,supply_manager,Low,Order for Ski products,system,2026-04-08 00:00:00
167,PO-2026-0167,1,Contoso Ltd,2026-03-03,2026-03-12,2026-03-15,Delivered,4469.36,Backup Warehouse,buyer1,Medium,Order for Camping products,system,2026-03-03 00:00:00
168,PO-2026-0168,2,Proseware Inc,2026-03-12,2026-03-21,2026-03-23,Delivered,4135.76,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-03-12 00:00:00
169,PO-2026-0169,5,Fabrikam,2026-02-18,2026-03-03,2026-03-04,Delivered,17164.92,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-18 00:00:00
170,PO-2026-0170,3,Alpine Ski House,2026-03-20,2026-04-01,2026-04-04,Delivered,81421.22,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-03-20 00:00:00
171,PO-2026-0171,4,Worldwide Importers,2026-02-25,2026-03-20,2026-03-20,Delivered,8616.92,Regional DC,buyer2,Low,Multi-category order,system,2026-02-25 00:00:00
172,PO-2026-0172,4,Worldwide Importers,2026-03-13,2026-04-07,2026-04-09,Delivered,46279.02,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-03-13 00:00:00
173,PO-2026-0173,5,Fabrikam,2026-01-30,2026-02-11,2026-02-11,Delivered,8747.12,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-01-30 00:00:00
174,PO-2026-0174,2,Proseware Inc,2026-02-04,2026-02-12,2026-02-14,Delivered,554.2,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-02-04 00:00:00
175,PO-2026-0175,1,Contoso Ltd,2026-04-10,2026-04-20,2026-04-21,Delivered,12494.79,Backup Warehouse,buyer2,Medium,Order for Camping products,system,2026-04-10 00:00:00
176,PO-2026-0176,2,Proseware Inc,2026-03-22,2026-04-04,2026-04-06,Delivered,82.56,Main Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-03-22 00:00:00
177,PO-2026-0177,3,Alpine Ski House,2026-02-25,2026-03-09,2026-03-12,Delivered,2362.6,Regional DC,buyer2,Medium,Order for Ski products,system,2026-02-25 00:00:00
178,PO-2026-0178,2,Proseware Inc,2026-03-24,2026-04-01,2026-04-02,Delivered,13353.0,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2026-03-24 00:00:00
179,PO-2026-0179,2,Proseware Inc,2026-02-07,2026-02-17,2026-02-19,Delivered,361.12,Backup Warehouse,buyer2,High,Order for Kitchen products,system,2026-02-07 00:00:00
180,PO-2026-0180,5,Fabrikam,2026-03-07,2026-03-22,2026-03-23,Delivered,63227.94,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-03-07 00:00:00
181,PO-2026-0181,3,Alpine Ski House,2026-03-10,2026-03-23,2026-03-26,Delivered,59131.08,Regional DC,buyer1,Low,Order for Ski products,system,2026-03-10 00:00:00
182,PO-2026-0182,2,Proseware Inc,2026-03-10,2026-03-19,2026-03-20,Delivered,4020.49,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-03-10 00:00:00
183,PO-2026-0183,2,Proseware Inc,2026-02-25,2026-03-09,2026-03-09,Delivered,3485.85,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2026-02-25 00:00:00
184,PO-2026-0184,4,Worldwide Importers,2026-04-13,2026-05-07,,Confirmed,2407.98,Regional DC,buyer1,High,Multi-category order,system,2026-04-13 00:00:00
185,PO-2026-0185,4,Worldwide Importers,2026-03-29,2026-04-18,2026-04-20,Delivered,21872.29,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-03-29 00:00:00
186,PO-2026-0186,1,Contoso Ltd,2026-02-23,2026-03-03,2026-03-03,Delivered,20396.54,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-02-23 00:00:00
187,PO-2026-0187,4,Worldwide Importers,2026-02-14,2026-03-08,2026-03-08,Delivered,17326.99,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-02-14 00:00:00
