TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
1660,3103,Snowboard Bindings - Pro,Ski,Main,Receipt,2025-05-08 00:00:00,193,193.33,37312.6,PO-9327,Purchase Order Receipt,56,249,warehouse1,Transaction processed for Main location,system,2025-05-08 00:00:00
1661,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2025-07-01 00:00:00,176,71.76,12630.63,PO-4133,Purchase Order Receipt,12,188,warehouse1,Transaction processed for Main location,system,2025-07-01 00:00:00
1662,2101,Measuring Cup Set,Kitchen,Main,Receipt,2025-08-12 00:00:00,140,15.66,2192.47,PO-9567,Purchase Order Receipt,382,522,warehouse2,Transaction processed for Main location,system,2025-08-12 00:00:00
1663,1562,PowerBurner Camping Stove,Camping,Main,Receipt,2025-12-30 00:00:00,145,130.36,18902.08,PO-4312,Purchase Order Receipt,83,228,warehouse2,Transaction processed for Main location,system,2025-12-30 00:00:00
1664,3062,Anti-Fog Ski Goggles,Ski,Main,Adjustment,2025-12-20 00:00:00,-13,98.57,-1281.41,ADJ-1664,Cycle Count,35,22,system,Transaction processed for Main location,system,2025-12-20 00:00:00
1665,2071,Baking Pan,Kitchen,Main,Damage,2026-01-24 00:00:00,-3,18.28,-54.84,DMG-1665,Shipping Damage,38,35,system,Transaction processed for Main location,system,2026-01-24 00:00:00
1666,2061,Mixing Bowl,Kitchen,Main,Sale,2025-04-27 00:00:00,-41,26.85,-1100.85,SO-74720,Customer Sale,139,98,warehouse2,Transaction processed for Main location,system,2025-04-27 00:00:00
1667,2051,Ice Cream Bowl,Kitchen,Regional,Sale,2025-02-20 00:00:00,-40,15.46,-618.4,SO-87303,Customer Sale,219,179,warehouse1,Transaction processed for Regional location,system,2025-02-20 00:00:00
1668,2012,Espresso Machine,Kitchen,Main,Sale,2025-05-03 00:00:00,-49,325.57,-15952.93,SO-31173,Customer Sale,183,134,system,Transaction processed for Main location,system,2025-05-03 00:00:00
1669,3101,Winter Boots - Insulated,Ski,Backup,Receipt,2026-03-06 00:00:00,127,114.71,14567.67,PO-2489,Purchase Order Receipt,50,177,warehouse2,Transaction processed for Backup location,system,2026-03-06 00:00:00
1670,3052,Thermal Base Layer Set - Women's,Ski,Backup,Adjustment,2025-06-26 00:00:00,-10,94.05,-940.5,ADJ-1670,Physical Count,70,60,warehouse1,Transaction processed for Backup location,system,2025-06-26 00:00:00
1671,3072,Hand Warmers - 10 Pack,Ski,Backup,Adjustment,2026-03-10 00:00:00,-13,11.71,-152.23,ADJ-1671,Physical Count,19,6,warehouse1,Transaction processed for Backup location,system,2026-03-10 00:00:00
1672,2081,Food Storage Set,Kitchen,Main,Return,2025-10-15 00:00:00,1,22.07,22.07,RET-95861,Customer Return,381,382,system,Transaction processed for Main location,system,2025-10-15 00:00:00
1673,1523,TrailLite Daypack,Camping,Main,Sale,2025-02-16 00:00:00,-15,53.74,-806.1,SO-85563,Customer Sale,888,873,system,Transaction processed for Main location,system,2025-02-16 00:00:00
1674,1522,SummitClimber Backpack,Camping,Main,Adjustment,2025-03-05 00:00:00,19,172.2,3271.8,ADJ-1674,System Correction,307,326,warehouse1,Transaction processed for Main location,system,2025-03-05 00:00:00
1675,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Sale,2025-01-21 00:00:00,-14,596.76,-8354.64,SO-19362,Customer Sale,30,16,system,Transaction processed for Main location,system,2025-01-21 00:00:00
1676,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2025-11-16 00:00:00,-48,142.0,-6816.0,SO-37467,Customer Sale,34,-14,warehouse2,Transaction processed for Main location,system,2025-11-16 00:00:00
1677,2022,Fork Set,Kitchen,Main,Sale,2025-01-15 00:00:00,-19,28.04,-532.76,SO-66269,Customer Sale,718,699,warehouse2,Transaction processed for Main location,system,2025-01-15 00:00:00
1678,1533,RainGuard Hiking Jacket,Camping,Backup,Sale,2025-07-15 00:00:00,-38,105.56,-4011.28,SO-10689,Customer Sale,299,261,warehouse2,Transaction processed for Backup location,system,2025-07-15 00:00:00
1679,1553,Adventure Dining Table,Camping,Backup,Sale,2025-08-05 00:00:00,-48,107.63,-5166.24,SO-81908,Customer Sale,87,39,system,Transaction processed for Backup location,system,2025-08-05 00:00:00
1680,3053,Waterproof Ski Pants,Ski,Main,Receipt,2025-02-09 00:00:00,32,187.67,6005.42,PO-3096,Purchase Order Receipt,68,100,warehouse1,Transaction processed for Main location,system,2025-02-09 00:00:00
1681,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2025-06-25 00:00:00,-9,46.21,-415.89,SO-98287,Customer Sale,89,80,warehouse2,Transaction processed for Main location,system,2025-06-25 00:00:00
1682,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-06-30 00:00:00,-44,413.91,-18212.04,SO-36650,Customer Sale,7,-37,warehouse2,Transaction processed for Main location,system,2025-06-30 00:00:00
1683,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2025-09-25 00:00:00,-9,114.66,-1031.94,SO-67143,Customer Sale,77,68,warehouse2,Transaction processed for Main location,system,2025-09-25 00:00:00
1684,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Adjustment,2026-02-11 00:00:00,-20,78.37,-1567.4,ADJ-1684,Physical Count,49,29,system,Transaction processed for Main location,system,2026-02-11 00:00:00
1685,1533,RainGuard Hiking Jacket,Camping,Backup,Receipt,2026-02-09 00:00:00,51,105.69,5390.17,PO-1467,Purchase Order Receipt,376,427,warehouse1,Transaction processed for Backup location,system,2026-02-09 00:00:00
1686,1521,Adventurer Pro Backpack,Camping,Main,Sale,2025-08-08 00:00:00,-9,122.33,-1100.97,SO-94091,Customer Sale,49,40,warehouse2,Transaction processed for Main location,system,2025-08-08 00:00:00
1687,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2025-11-20 00:00:00,71,76.19,5409.18,PO-1077,Purchase Order Receipt,18,89,warehouse1,Transaction processed for Main location,system,2025-11-20 00:00:00
1688,1562,PowerBurner Camping Stove,Camping,Main,Return,2025-12-18 00:00:00,1,105.95,105.95,RET-82439,Customer Return,25,26,warehouse1,Transaction processed for Main location,system,2025-12-18 00:00:00
1689,1552,TrekMaster Camping Chair,Camping,Main,Sale,2025-08-08 00:00:00,-48,54.22,-2602.56,SO-24753,Customer Sale,194,146,warehouse1,Transaction processed for Main location,system,2025-08-08 00:00:00
1690,1562,PowerBurner Camping Stove,Camping,Main,Sale,2025-09-09 00:00:00,-31,132.44,-4105.64,SO-97239,Customer Sale,165,134,system,Transaction processed for Main location,system,2025-09-09 00:00:00
1691,2081,Food Storage Set,Kitchen,Backup,Sale,2025-11-05 00:00:00,-34,27.59,-938.06,SO-95681,Customer Sale,57,23,warehouse2,Transaction processed for Backup location,system,2025-11-05 00:00:00
1692,1551,BaseCamp Folding Table,Camping,Main,Sale,2025-06-10 00:00:00,-50,65.67,-3283.5,SO-65186,Customer Sale,356,306,warehouse1,Transaction processed for Main location,system,2025-06-10 00:00:00
1693,2071,Baking Pan,Kitchen,Main,Receipt,2026-01-28 00:00:00,83,17.79,1476.78,PO-4823,Purchase Order Receipt,25,108,warehouse2,Transaction processed for Main location,system,2026-01-28 00:00:00
1694,2101,Measuring Cup Set,Kitchen,Main,Transfer,2025-05-17 00:00:00,-27,15.53,-419.31,TRF-4409,Warehouse Transfer,325,298,system,Transaction processed for Main location,system,2025-05-17 00:00:00
1695,3103,Snowboard Bindings - Pro,Ski,Main,Sale,2025-12-25 00:00:00,-41,189.09,-7752.69,SO-12670,Customer Sale,8,-33,system,Transaction processed for Main location,system,2025-12-25 00:00:00
1696,3051,Insulated Ski Jacket - Men's,Ski,Regional,Adjustment,2025-12-11 00:00:00,-11,212.14,-2333.54,ADJ-1696,Cycle Count,56,45,system,Transaction processed for Regional location,system,2025-12-11 00:00:00
1697,3032,Comfort Fit Recreational Boots,Ski,Main,Sale,2025-06-11 00:00:00,-42,300.75,-12631.5,SO-31381,Customer Sale,69,27,system,Transaction processed for Main location,system,2025-06-11 00:00:00
1698,1552,TrekMaster Camping Chair,Camping,Main,Damage,2025-02-16 00:00:00,-1,54.22,-54.22,DMG-1698,Warehouse Damage,112,111,warehouse2,Transaction processed for Main location,system,2025-02-16 00:00:00
1699,3091,Freestyle Snowboard - 155cm,Ski,Regional,Damage,2025-01-10 00:00:00,-7,467.5,-3272.5,DMG-1699,Quality Issue,32,25,system,Transaction processed for Regional location,system,2025-01-10 00:00:00
1700,3032,Comfort Fit Recreational Boots,Ski,Main,Transfer,2026-01-17 00:00:00,-6,300.75,-1804.5,TRF-4349,Warehouse Transfer,101,95,warehouse2,Transaction processed for Main location,system,2026-01-17 00:00:00
1701,1552,TrekMaster Camping Chair,Camping,Main,Transfer,2025-03-25 00:00:00,-8,54.22,-433.76,TRF-4671,Warehouse Transfer,227,219,warehouse1,Transaction processed for Main location,system,2025-03-25 00:00:00
1702,3091,Freestyle Snowboard - 155cm,Ski,Backup,Sale,2025-06-30 00:00:00,-40,467.5,-18700.0,SO-33742,Customer Sale,24,-16,warehouse1,Transaction processed for Backup location,system,2025-06-30 00:00:00
1703,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Damage,2025-07-29 00:00:00,-5,171.6,-858.0,DMG-1703,Warehouse Damage,13,8,system,Transaction processed for Backup location,system,2025-07-29 00:00:00
1704,1541,TrekReady Hiking Boots,Camping,Main,Sale,2026-03-04 00:00:00,-7,128.0,-896.0,SO-18789,Customer Sale,214,207,warehouse2,Transaction processed for Main location,system,2026-03-04 00:00:00
1705,2022,Fork Set,Kitchen,Main,Sale,2025-01-22 00:00:00,-27,28.04,-757.08,SO-10337,Customer Sale,765,738,warehouse2,Transaction processed for Main location,system,2025-01-22 00:00:00
1706,1522,SummitClimber Backpack,Camping,Main,Transfer,2025-09-13 00:00:00,-47,172.2,-8093.4,TRF-1112,Warehouse Transfer,488,441,warehouse2,Transaction processed for Main location,system,2025-09-13 00:00:00
1707,1551,BaseCamp Folding Table,Camping,Main,Sale,2025-01-14 00:00:00,-19,65.67,-1247.73,SO-74653,Customer Sale,302,283,system,Transaction processed for Main location,system,2025-01-14 00:00:00
1708,2121,Bamboo Cutting Board Set,Kitchen,Regional,Receipt,2025-03-02 00:00:00,43,32.66,1404.56,PO-2108,Purchase Order Receipt,135,178,warehouse2,Transaction processed for Regional location,system,2025-03-02 00:00:00
1709,2091,Spatula,Kitchen,Main,Sale,2026-02-19 00:00:00,-23,8.29,-190.67,SO-25023,Customer Sale,259,236,system,Transaction processed for Main location,system,2026-02-19 00:00:00
1710,3082,Edge Tuning Tool Set,Ski,Backup,Damage,2025-11-19 00:00:00,-9,73.61,-662.49,DMG-1710,Warehouse Damage,87,78,system,Transaction processed for Backup location,system,2025-11-19 00:00:00
1711,2091,Spatula,Kitchen,Main,Receipt,2025-06-16 00:00:00,127,8.53,1082.86,PO-6881,Purchase Order Receipt,248,375,warehouse1,Transaction processed for Main location,system,2025-06-16 00:00:00
1712,2121,Bamboo Cutting Board Set,Kitchen,Regional,Sale,2026-03-16 00:00:00,-12,33.55,-402.6,SO-57931,Customer Sale,165,153,warehouse2,Transaction processed for Regional location,system,2026-03-16 00:00:00
1713,1523,TrailLite Daypack,Camping,Backup,Transfer,2025-01-26 00:00:00,-11,53.74,-591.14,TRF-1451,Warehouse Transfer,256,245,warehouse2,Transaction processed for Backup location,system,2025-01-26 00:00:00
1714,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Transfer,2025-12-26 00:00:00,-10,596.76,-5967.6,TRF-5887,Warehouse Transfer,23,13,warehouse2,Transaction processed for Main location,system,2025-12-26 00:00:00
1715,1552,TrekMaster Camping Chair,Camping,Main,Sale,2025-04-06 00:00:00,-23,54.22,-1247.06,SO-27567,Customer Sale,255,232,system,Transaction processed for Main location,system,2025-04-06 00:00:00
1716,1553,Adventure Dining Table,Camping,Main,Receipt,2025-04-08 00:00:00,92,106.83,9828.78,PO-4390,Purchase Order Receipt,128,220,warehouse1,Transaction processed for Main location,system,2025-04-08 00:00:00
1717,1552,TrekMaster Camping Chair,Camping,Main,Adjustment,2025-05-24 00:00:00,-4,54.22,-216.88,ADJ-1717,Physical Count,120,116,warehouse1,Transaction processed for Main location,system,2025-05-24 00:00:00
1718,1571,CozyNights Sleeping Bag,Camping,Main,Receipt,2025-06-08 00:00:00,64,108.99,6975.64,PO-4203,Purchase Order Receipt,103,167,warehouse1,Transaction processed for Main location,system,2025-06-08 00:00:00
1719,2081,Food Storage Set,Kitchen,Main,Sale,2025-10-28 00:00:00,-39,27.59,-1076.01,SO-93985,Customer Sale,274,235,warehouse1,Transaction processed for Main location,system,2025-10-28 00:00:00
1720,1523,TrailLite Daypack,Camping,Backup,Receipt,2025-06-16 00:00:00,135,52.64,7106.63,PO-9273,Purchase Order Receipt,193,328,system,Transaction processed for Backup location,system,2025-06-16 00:00:00
1721,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-10-16 00:00:00,-50,413.91,-20695.5,SO-88589,Customer Sale,47,-3,warehouse1,Transaction processed for Main location,system,2025-10-16 00:00:00
1722,1562,PowerBurner Camping Stove,Camping,Main,Adjustment,2025-04-07 00:00:00,-19,132.44,-2516.36,ADJ-1722,System Correction,15,-4,warehouse2,Transaction processed for Main location,system,2025-04-07 00:00:00
1723,2031,Coffee Mug,Kitchen,Main,Sale,2025-04-05 00:00:00,-34,25.91,-880.94,SO-95107,Customer Sale,829,795,warehouse2,Transaction processed for Main location,system,2025-04-05 00:00:00
1724,2041,Serving Platter,Kitchen,Main,Sale,2026-01-28 00:00:00,-11,42.34,-465.74,SO-61346,Customer Sale,436,425,warehouse2,Transaction processed for Main location,system,2026-01-28 00:00:00
1725,2081,Food Storage Set,Kitchen,Main,Sale,2025-09-07 00:00:00,-42,27.59,-1158.78,SO-19510,Customer Sale,262,220,system,Transaction processed for Main location,system,2025-09-07 00:00:00
1726,2051,Ice Cream Bowl,Kitchen,Regional,Receipt,2025-06-15 00:00:00,12,15.28,183.38,PO-8334,Purchase Order Receipt,371,383,warehouse1,Transaction processed for Regional location,system,2025-06-15 00:00:00
1727,1563,CompactCook Camping Stove,Camping,Backup,Transfer,2025-10-21 00:00:00,-20,70.8,-1416.0,TRF-2494,Warehouse Transfer,190,170,warehouse1,Transaction processed for Backup location,system,2025-10-21 00:00:00
1728,1541,TrekReady Hiking Boots,Camping,Main,Sale,2026-02-01 00:00:00,-40,128.0,-5120.0,SO-56042,Customer Sale,223,183,warehouse2,Transaction processed for Main location,system,2026-02-01 00:00:00
1729,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Sale,2025-01-26 00:00:00,-28,364.98,-10219.44,SO-10985,Customer Sale,60,32,system,Transaction processed for Main location,system,2025-01-26 00:00:00
1730,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Sale,2025-07-08 00:00:00,-33,596.76,-19693.08,SO-41091,Customer Sale,78,45,warehouse2,Transaction processed for Main location,system,2025-07-08 00:00:00
1731,3102,Winter Hiking Boots - Waterproof,Ski,Main,Sale,2026-03-31 00:00:00,-38,171.6,-6520.8,SO-37416,Customer Sale,22,-16,system,Transaction processed for Main location,system,2026-03-31 00:00:00
1732,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Receipt,2025-07-14 00:00:00,91,280.04,25483.22,PO-5002,Purchase Order Receipt,49,140,warehouse2,Transaction processed for Main location,system,2025-07-14 00:00:00
1733,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Adjustment,2025-11-11 00:00:00,-12,1037.2,-12446.4,ADJ-1733,System Correction,19,7,system,Transaction processed for Main location,system,2025-11-11 00:00:00
1734,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Transfer,2025-05-19 00:00:00,-49,142.0,-6958.0,TRF-5300,Warehouse Transfer,80,31,warehouse2,Transaction processed for Main location,system,2025-05-19 00:00:00
1735,3071,Ski Boot Bag - Premium,Ski,Main,Adjustment,2025-05-28 00:00:00,15,46.21,693.15,ADJ-1735,Cycle Count,34,49,system,Transaction processed for Main location,system,2025-05-28 00:00:00
1736,3081,All-Temp Ski Wax Kit,Ski,Regional,Receipt,2025-02-11 00:00:00,145,62.23,9023.93,PO-1045,Purchase Order Receipt,27,172,warehouse1,Transaction processed for Regional location,system,2025-02-11 00:00:00
1737,3032,Comfort Fit Recreational Boots,Ski,Main,Receipt,2025-04-16 00:00:00,162,291.61,47240.95,PO-6767,Purchase Order Receipt,107,269,warehouse2,Transaction processed for Main location,system,2025-04-16 00:00:00
1738,1561,EcoFire Camping Stove,Camping,Main,Receipt,2025-08-08 00:00:00,129,82.53,10645.84,PO-9292,Purchase Order Receipt,155,284,system,Transaction processed for Main location,system,2025-08-08 00:00:00
1739,2031,Coffee Mug,Kitchen,Main,Transfer,2025-04-03 00:00:00,-46,25.91,-1191.86,TRF-5746,Warehouse Transfer,799,753,warehouse2,Transaction processed for Main location,system,2025-04-03 00:00:00
1740,1553,Adventure Dining Table,Camping,Backup,Transfer,2025-07-01 00:00:00,-35,107.63,-3767.05,TRF-9150,Warehouse Transfer,112,77,warehouse2,Transaction processed for Backup location,system,2025-07-01 00:00:00
1741,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Return,2026-03-10 00:00:00,1,291.98,291.98,RET-44505,Customer Return,91,92,warehouse1,Transaction processed for Main location,system,2026-03-10 00:00:00
1742,1522,SummitClimber Backpack,Camping,Main,Sale,2026-02-15 00:00:00,-13,172.2,-2238.6,SO-63530,Customer Sale,393,380,warehouse1,Transaction processed for Main location,system,2026-02-15 00:00:00
1743,1521,Adventurer Pro Backpack,Camping,Main,Sale,2026-02-12 00:00:00,-45,122.33,-5504.85,SO-30652,Customer Sale,109,64,warehouse1,Transaction processed for Main location,system,2026-02-12 00:00:00
1744,2031,Coffee Mug,Kitchen,Main,Adjustment,2026-01-19 00:00:00,14,25.91,362.74,ADJ-1744,System Correction,850,864,warehouse2,Transaction processed for Main location,system,2026-01-19 00:00:00
1745,2031,Coffee Mug,Kitchen,Main,Sale,2025-08-02 00:00:00,-7,25.91,-181.37,SO-32638,Customer Sale,853,846,warehouse2,Transaction processed for Main location,system,2025-08-02 00:00:00
1746,2112,4-Slice Toaster,Kitchen,Main,Receipt,2026-02-11 00:00:00,161,56.77,9139.98,PO-7222,Purchase Order Receipt,212,373,warehouse1,Transaction processed for Main location,system,2026-02-11 00:00:00
1747,3062,Anti-Fog Ski Goggles,Ski,Main,Transfer,2025-09-02 00:00:00,-38,98.57,-3745.66,TRF-6006,Warehouse Transfer,13,-25,system,Transaction processed for Main location,system,2025-09-02 00:00:00
1748,2021,Chef Knife,Kitchen,Backup,Damage,2025-10-26 00:00:00,-8,67.03,-536.24,DMG-1748,Shipping Damage,62,54,warehouse1,Transaction processed for Backup location,system,2025-10-26 00:00:00
1749,1572,MountainDream Sleeping Bag,Camping,Backup,Adjustment,2025-08-23 00:00:00,14,213.27,2985.78,ADJ-1749,System Correction,82,96,warehouse2,Transaction processed for Backup location,system,2025-08-23 00:00:00
1750,3082,Edge Tuning Tool Set,Ski,Backup,Sale,2025-04-05 00:00:00,-22,73.61,-1619.42,SO-18722,Customer Sale,28,6,system,Transaction processed for Backup location,system,2025-04-05 00:00:00
1751,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Receipt,2025-09-25 00:00:00,175,987.69,172845.17,PO-8610,Purchase Order Receipt,96,271,warehouse2,Transaction processed for Main location,system,2025-09-25 00:00:00
1752,3104,Ski Tuning Bench - Portable,Ski,Backup,Transfer,2025-12-18 00:00:00,-16,149.65,-2394.4,TRF-1045,Warehouse Transfer,83,67,warehouse1,Transaction processed for Backup location,system,2025-12-18 00:00:00
1753,3062,Anti-Fog Ski Goggles,Ski,Main,Sale,2025-05-15 00:00:00,-3,98.57,-295.71,SO-91550,Customer Sale,31,28,warehouse2,Transaction processed for Main location,system,2025-05-15 00:00:00
1754,1553,Adventure Dining Table,Camping,Backup,Sale,2026-03-26 00:00:00,-20,107.63,-2152.6,SO-52370,Customer Sale,83,63,system,Transaction processed for Backup location,system,2026-03-26 00:00:00
1755,3091,Freestyle Snowboard - 155cm,Ski,Backup,Receipt,2025-09-09 00:00:00,169,444.34,75093.07,PO-2406,Purchase Order Receipt,98,267,warehouse2,Transaction processed for Backup location,system,2025-09-09 00:00:00
1756,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2025-10-01 00:00:00,-20,142.0,-2840.0,SO-96151,Customer Sale,16,-4,system,Transaction processed for Main location,system,2025-10-01 00:00:00
1757,2121,Bamboo Cutting Board Set,Kitchen,Regional,Transfer,2025-12-21 00:00:00,-6,33.55,-201.3,TRF-5910,Warehouse Transfer,251,245,warehouse1,Transaction processed for Regional location,system,2025-12-21 00:00:00
1758,1542,TrailWalker Hiking Shoes,Camping,Backup,Damage,2025-01-11 00:00:00,-3,79.7,-239.1,DMG-1758,Quality Issue,401,398,warehouse1,Transaction processed for Backup location,system,2025-01-11 00:00:00
1759,1552,TrekMaster Camping Chair,Camping,Main,Sale,2025-12-20 00:00:00,-50,54.22,-2711.0,SO-90722,Customer Sale,267,217,system,Transaction processed for Main location,system,2025-12-20 00:00:00
1760,3103,Snowboard Bindings - Pro,Ski,Main,Transfer,2025-05-19 00:00:00,-44,189.09,-8319.96,TRF-6327,Warehouse Transfer,17,-27,warehouse2,Transaction processed for Main location,system,2025-05-19 00:00:00
1761,2031,Coffee Mug,Kitchen,Main,Sale,2025-12-14 00:00:00,-46,25.91,-1191.86,SO-53067,Customer Sale,833,787,system,Transaction processed for Main location,system,2025-12-14 00:00:00
1762,1522,SummitClimber Backpack,Camping,Main,Receipt,2026-02-08 00:00:00,16,173.21,2771.33,PO-2139,Purchase Order Receipt,361,377,warehouse1,Transaction processed for Main location,system,2026-02-08 00:00:00
1763,3104,Ski Tuning Bench - Portable,Ski,Backup,Receipt,2025-03-08 00:00:00,129,143.46,18506.94,PO-4998,Purchase Order Receipt,68,197,warehouse2,Transaction processed for Backup location,system,2025-03-08 00:00:00
1764,2041,Serving Platter,Kitchen,Main,Sale,2025-08-06 00:00:00,-36,42.34,-1524.24,SO-69885,Customer Sale,496,460,warehouse2,Transaction processed for Main location,system,2025-08-06 00:00:00
1765,1562,PowerBurner Camping Stove,Camping,Main,Receipt,2025-06-29 00:00:00,30,136.24,4087.23,PO-1041,Purchase Order Receipt,124,154,warehouse1,Transaction processed for Main location,system,2025-06-29 00:00:00
1766,1581,LED Headlamp - Rechargeable,Camping,Main,Transfer,2025-02-21 00:00:00,-32,55.52,-1776.64,TRF-1487,Warehouse Transfer,88,56,warehouse1,Transaction processed for Main location,system,2025-02-21 00:00:00
1767,3032,Comfort Fit Recreational Boots,Ski,Main,Transfer,2025-03-21 00:00:00,-17,300.75,-5112.75,TRF-1781,Warehouse Transfer,98,81,warehouse2,Transaction processed for Main location,system,2025-03-21 00:00:00
1768,1541,TrekReady Hiking Boots,Camping,Main,Adjustment,2025-09-22 00:00:00,14,128.0,1792.0,ADJ-1768,Cycle Count,127,141,warehouse2,Transaction processed for Main location,system,2025-09-22 00:00:00
1769,2071,Baking Pan,Kitchen,Main,Sale,2025-06-19 00:00:00,-27,18.28,-493.56,SO-26559,Customer Sale,31,4,warehouse2,Transaction processed for Main location,system,2025-06-19 00:00:00
1770,1532,TrailBlaze Hiking Pants,Camping,Backup,Receipt,2025-10-09 00:00:00,79,59.1,4668.52,PO-6320,Purchase Order Receipt,134,213,warehouse2,Transaction processed for Backup location,system,2025-10-09 00:00:00
1771,2101,Measuring Cup Set,Kitchen,Main,Sale,2025-04-04 00:00:00,-23,15.53,-357.19,SO-57373,Customer Sale,289,266,warehouse1,Transaction processed for Main location,system,2025-04-04 00:00:00
1772,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,Receipt,2025-05-24 00:00:00,70,302.28,21159.55,PO-2967,Purchase Order Receipt,57,127,warehouse1,Transaction processed for Main location,system,2025-05-24 00:00:00
1773,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Receipt,2025-08-05 00:00:00,39,145.31,5667.12,PO-1391,Purchase Order Receipt,34,73,warehouse1,Transaction processed for Main location,system,2025-08-05 00:00:00
1774,1553,Adventure Dining Table,Camping,Backup,Sale,2025-10-20 00:00:00,-13,107.63,-1399.19,SO-94241,Customer Sale,100,87,warehouse2,Transaction processed for Backup location,system,2025-10-20 00:00:00
1775,1563,CompactCook Camping Stove,Camping,Backup,Sale,2025-01-27 00:00:00,-49,70.8,-3469.2,SO-20597,Customer Sale,100,51,system,Transaction processed for Backup location,system,2025-01-27 00:00:00
1776,1561,EcoFire Camping Stove,Camping,Main,Sale,2025-11-22 00:00:00,-30,85.91,-2577.3,SO-84449,Customer Sale,19,-11,warehouse1,Transaction processed for Main location,system,2025-11-22 00:00:00
1777,1522,SummitClimber Backpack,Camping,Main,Sale,2025-08-26 00:00:00,-26,172.2,-4477.2,SO-15537,Customer Sale,437,411,system,Transaction processed for Main location,system,2025-08-26 00:00:00
1778,2012,Espresso Machine,Kitchen,Main,Receipt,2025-05-09 00:00:00,170,311.14,52893.02,PO-3792,Purchase Order Receipt,323,493,warehouse1,Transaction processed for Main location,system,2025-05-09 00:00:00
1779,1531,Summit Breeze Jacket,Camping,Backup,Sale,2026-03-23 00:00:00,-46,105.03,-4831.38,SO-25679,Customer Sale,458,412,warehouse1,Transaction processed for Backup location,system,2026-03-23 00:00:00
1780,2112,4-Slice Toaster,Kitchen,Main,Receipt,2026-02-12 00:00:00,80,60.54,4843.39,PO-4323,Purchase Order Receipt,193,273,system,Transaction processed for Main location,system,2026-02-12 00:00:00
1781,1563,CompactCook Camping Stove,Camping,Backup,Sale,2025-08-04 00:00:00,-18,70.8,-1274.4,SO-59944,Customer Sale,167,149,warehouse1,Transaction processed for Backup location,system,2025-08-04 00:00:00
1782,1572,MountainDream Sleeping Bag,Camping,Main,Sale,2025-09-21 00:00:00,-13,213.27,-2772.51,SO-17567,Customer Sale,439,426,warehouse1,Transaction processed for Main location,system,2025-09-21 00:00:00
1783,1523,TrailLite Daypack,Camping,Main,Adjustment,2025-07-28 00:00:00,-11,53.74,-591.14,ADJ-1783,Physical Count,973,962,warehouse2,Transaction processed for Main location,system,2025-07-28 00:00:00
1784,3061,Professional Ski Helmet,Ski,Main,Adjustment,2025-11-23 00:00:00,2,133.23,266.46,ADJ-1784,System Correction,42,44,system,Transaction processed for Main location,system,2025-11-23 00:00:00
1785,2091,Spatula,Kitchen,Main,Sale,2025-05-07 00:00:00,-1,8.29,-8.29,SO-49628,Customer Sale,157,156,warehouse1,Transaction processed for Main location,system,2025-05-07 00:00:00
1786,1522,SummitClimber Backpack,Camping,Main,Sale,2026-03-07 00:00:00,-23,172.2,-3960.6,SO-52708,Customer Sale,428,405,warehouse1,Transaction processed for Main location,system,2026-03-07 00:00:00
1787,3101,Winter Boots - Insulated,Ski,Backup,Sale,2025-03-01 00:00:00,-41,115.66,-4742.06,SO-34705,Customer Sale,7,-34,warehouse2,Transaction processed for Backup location,system,2025-03-01 00:00:00
1788,3051,Insulated Ski Jacket - Men's,Ski,Regional,Receipt,2026-01-06 00:00:00,139,218.61,30386.35,PO-8552,Purchase Order Receipt,48,187,warehouse1,Transaction processed for Regional location,system,2026-01-06 00:00:00
1789,3051,Insulated Ski Jacket - Men's,Ski,Backup,Sale,2025-10-26 00:00:00,-38,212.14,-8061.32,SO-16767,Customer Sale,57,19,warehouse1,Transaction processed for Backup location,system,2025-10-26 00:00:00
