PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
166,PO-2026-0166,1,Contoso Ltd,2026-12-11,2026-12-22,2026-12-25,Delivered,5023.13,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-12-11
167,PO-2026-0167,1,Contoso Ltd,2026-12-25,2027-01-04,,InTransit,1144.97,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-12-25
168,PO-2026-0168,2,Proseware Inc,2026-12-22,2026-12-30,2027-01-01,Delivered,6316.13,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-12-22
169,PO-2026-0169,6,Worldwide Importers,2026-10-11,2026-11-06,,InTransit,0.0,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-10-11
170,PO-2026-0170,7,Worldwide Importers,2026-11-20,2026-12-12,2026-12-12,Delivered,0.0,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-11-20
171,PO-2026-0171,4,Worldwide Importers,2026-12-06,2026-12-28,2026-12-31,Delivered,8533.74,Regional DC,supply_manager,Low,Multi-category order,system,2026-12-06
172,PO-2026-0172,5,Fabrikam,2026-12-28,2027-01-12,,Sent,22390.44,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-12-28
173,PO-2026-0173,2,Proseware Inc,2026-12-13,2026-12-24,2026-12-27,Delivered,960.09,Main Warehouse,buyer1,Low,Multi-category order,system,2026-12-13
174,PO-2026-0174,6,Worldwide Importers,2026-11-28,2026-12-21,2026-12-21,Delivered,0.0,Regional DC,supply_manager,Medium,Multi-category order,system,2026-11-28
175,PO-2026-0175,1,Contoso Ltd,2026-12-01,2026-12-15,2026-12-18,Delivered,3593.63,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-12-01
176,PO-2026-0176,5,Fabrikam,2026-12-12,2026-12-31,,InTransit,33565.12,Main Warehouse,supply_manager,Medium,Multi-category order,system,2026-12-12
177,PO-2026-0177,2,Proseware Inc,2026-12-29,2027-01-06,,Sent,5790.85,Regional DC,buyer2,Low,Multi-category order,system,2026-12-29
178,PO-2026-0178,2,Proseware Inc,2026-12-23,2027-01-03,,Sent,206.84,Main Warehouse,buyer1,High,Multi-category order,system,2026-12-23
179,PO-2026-0179,3,Alpine Ski House,2026-10-17,2026-10-27,2026-11-04,Delivered,2440.71,Regional DC,buyer2,Low,Multi-category order,system,2026-10-17
180,PO-2026-0180,4,Worldwide Importers,2026-11-08,2026-11-28,2026-11-30,Delivered,22446.51,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-11-08
181,PO-2026-0181,2,Proseware Inc,2026-10-24,2026-11-01,2026-11-02,Delivered,760.0,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-10-24
182,PO-2026-0182,3,Alpine Ski House,2026-11-28,2026-12-14,2026-12-17,Delivered,13345.38,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-28
183,PO-2026-0183,6,Worldwide Importers,2026-11-05,2026-11-26,2026-11-27,Delivered,0.0,Regional DC,buyer1,Low,Multi-category order,system,2026-11-05
184,PO-2026-0184,5,Fabrikam,2026-12-09,2026-12-23,2026-12-24,Delivered,32757.34,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-12-09
185,PO-2026-0185,7,Worldwide Importers,2026-11-29,2026-12-22,2026-12-23,Delivered,0.0,Main Warehouse,buyer2,High,Multi-category order,system,2026-11-29
186,PO-2026-0186,4,Worldwide Importers,2026-11-20,2026-12-12,2026-12-13,Delivered,9074.72,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-11-20
187,PO-2026-0187,5,Fabrikam,2026-12-11,2026-12-25,2026-12-25,Delivered,1934.7,Backup Warehouse,buyer2,Medium,Multi-category order,system,2026-12-11
188,PO-2026-0188,2,Proseware Inc,2026-12-05,2026-12-15,2026-12-15,Delivered,7675.99,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-12-05
189,PO-2026-0189,3,Alpine Ski House,2026-12-09,2026-12-22,2026-12-24,Delivered,3994.92,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-12-09
190,PO-2026-0190,1,Contoso Ltd,2026-10-17,2026-10-30,2026-10-30,Delivered,1531.5,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-10-17
191,PO-2026-0191,5,Fabrikam,2026-10-29,2026-11-14,2026-11-14,Delivered,6860.9,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-10-29
192,PO-2026-0192,1,Contoso Ltd,2026-12-05,2026-12-14,2026-12-16,Delivered,1767.38,Backup Warehouse,buyer2,Medium,Multi-category order,system,2026-12-05
193,PO-2026-0193,1,Contoso Ltd,2026-11-05,2026-11-19,2026-11-21,Delivered,1537.78,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-11-05
194,PO-2026-0194,1,Contoso Ltd,2026-12-03,2026-12-14,2026-12-15,Delivered,2487.4,Regional DC,buyer1,Low,Multi-category order,system,2026-12-03
195,PO-2026-0195,2,Proseware Inc,2026-11-16,2026-11-27,2026-12-03,Delivered,61.64,Main Warehouse,buyer2,Low,Multi-category order,system,2026-11-16
196,PO-2026-0196,1,Contoso Ltd,2026-11-19,2026-12-03,2026-12-15,Delivered,1219.81,Backup Warehouse,buyer1,Low,Multi-category order,system,2026-11-19
197,PO-2026-0197,5,Fabrikam,2026-10-08,2026-10-21,2026-10-23,Delivered,30395.84,Backup Warehouse,supply_manager,High,Multi-category order,system,2026-10-08
198,PO-2026-0198,1,Contoso Ltd,2026-10-23,2026-11-02,2026-11-04,Delivered,796.75,Regional DC,buyer1,Medium,Multi-category order,system,2026-10-23
199,PO-2026-0199,6,Worldwide Importers,2026-10-10,2026-10-31,2026-11-03,Delivered,0.0,Backup Warehouse,buyer2,Medium,Multi-category order,system,2026-10-10
200,PO-2026-0200,3,Alpine Ski House,2026-11-14,2026-11-27,2026-11-30,Delivered,3275.88,Regional DC,buyer2,Low,Multi-category order,system,2026-11-14
