ForecastID,ProductID,ProductName,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
166,2022,Fork Set,2027-01-22,Weekly,36,95.88,1.0,Growing,146,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-27
167,2022,Fork Set,2027-02-01,Monthly,170,94.25,1.0,Growing,146,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-21
168,2022,Fork Set,2027-03-01,Monthly,183,94.25,1.0,Growing,146,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-20
169,2031,Coffee Mug,2027-01-01,Monthly,159,79.66,1.0,Growing,148,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-26
170,2031,Coffee Mug,2027-01-01,Weekly,36,75.05,1.0,Growing,148,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-29
171,2031,Coffee Mug,2027-01-08,Weekly,36,82.23,1.0,Growing,148,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-08
172,2031,Coffee Mug,2027-01-15,Weekly,36,81.05,1.0,Growing,148,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-07
173,2031,Coffee Mug,2027-01-22,Weekly,36,80.77,1.0,Growing,148,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
174,2031,Coffee Mug,2027-02-01,Monthly,172,79.66,1.0,Growing,148,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-26
175,2031,Coffee Mug,2027-03-01,Monthly,186,79.66,1.0,Growing,148,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-29
176,2041,Serving Platter,2027-01-01,Monthly,157,93.72,1.0,Growing,146,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-22
177,2041,Serving Platter,2027-01-01,Weekly,36,98.42,1.0,Growing,146,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-13
178,2041,Serving Platter,2027-01-08,Weekly,36,94.06,1.0,Growing,146,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-29
179,2041,Serving Platter,2027-01-15,Weekly,36,90.17,1.0,Growing,146,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-08
180,2041,Serving Platter,2027-01-22,Weekly,36,92.67,1.0,Growing,146,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-25
181,2041,Serving Platter,2027-02-01,Monthly,170,93.72,1.0,Growing,146,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-29
182,2041,Serving Platter,2027-03-01,Monthly,183,93.72,1.0,Growing,146,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-07
183,2051,Ice Cream Bowl,2027-01-01,Monthly,101,77.12,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-05
184,2051,Ice Cream Bowl,2027-01-01,Weekly,23,74.5,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-21
185,2051,Ice Cream Bowl,2027-01-08,Weekly,23,81.07,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-24
186,2051,Ice Cream Bowl,2027-01-15,Weekly,23,72.18,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-21
187,2051,Ice Cream Bowl,2027-01-22,Weekly,23,75.84,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-09
188,2051,Ice Cream Bowl,2027-02-01,Monthly,109,77.12,1.0,Growing,94,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-29
189,2051,Ice Cream Bowl,2027-03-01,Monthly,118,77.12,1.0,Growing,94,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-09
190,2061,Mixing Bowl,2027-01-01,Monthly,124,90.62,1.0,Growing,115,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-22
191,2061,Mixing Bowl,2027-01-01,Weekly,28,92.7,1.0,Growing,115,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-05
192,2061,Mixing Bowl,2027-01-08,Weekly,28,89.85,1.0,Growing,115,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-29
193,2061,Mixing Bowl,2027-01-15,Weekly,28,94.73,1.0,Growing,115,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-13
194,2061,Mixing Bowl,2027-01-22,Weekly,28,89.44,1.0,Growing,115,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-04
195,2061,Mixing Bowl,2027-02-01,Monthly,134,90.62,1.0,Growing,115,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-17
196,2061,Mixing Bowl,2027-03-01,Monthly,144,90.62,1.0,Growing,115,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-11
197,2071,Baking Pan,2027-01-01,Monthly,166,93.17,1.0,Growing,154,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-24
198,2071,Baking Pan,2027-01-01,Weekly,38,88.59,1.0,Growing,154,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
199,2071,Baking Pan,2027-01-08,Weekly,38,95.24,1.0,Growing,154,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-18
200,2071,Baking Pan,2027-01-15,Weekly,38,91.74,1.0,Growing,154,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-22
201,2071,Baking Pan,2027-01-22,Weekly,38,94.7,1.0,Growing,154,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-28
202,2071,Baking Pan,2027-02-01,Monthly,179,93.17,1.0,Growing,154,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-21
203,2071,Baking Pan,2027-03-01,Monthly,193,93.17,1.0,Growing,154,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-26
204,2081,Food Storage Set,2027-01-01,Monthly,61,86.14,1.0,Growing,57,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-09
205,2081,Food Storage Set,2027-01-01,Weekly,14,81.82,1.0,Growing,57,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-08
206,2081,Food Storage Set,2027-01-08,Weekly,14,83.18,1.0,Growing,57,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-06
207,2081,Food Storage Set,2027-01-15,Weekly,14,85.38,1.0,Growing,57,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-11
208,2081,Food Storage Set,2027-01-22,Weekly,14,89.19,1.0,Growing,57,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-15
209,2081,Food Storage Set,2027-02-01,Monthly,66,86.14,1.0,Growing,57,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-01
210,2081,Food Storage Set,2027-03-01,Monthly,71,86.14,1.0,Growing,57,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-17
211,2091,Spatula,2027-01-01,Monthly,92,94.96,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-01
212,2091,Spatula,2027-01-01,Weekly,21,96.39,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-11
213,2091,Spatula,2027-01-08,Weekly,21,98.85,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-22
214,2091,Spatula,2027-01-15,Weekly,21,92.16,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-01
215,2091,Spatula,2027-01-22,Weekly,21,97.66,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-25
216,2091,Spatula,2027-02-01,Monthly,100,94.96,1.0,Growing,86,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-28
217,2091,Spatula,2027-03-01,Monthly,108,94.96,1.0,Growing,86,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-02
218,2101,Measuring Cup Set,2027-01-01,Monthly,54,76.35,1.0,Growing,50,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-07
219,2101,Measuring Cup Set,2027-01-01,Weekly,12,71.6,1.0,Growing,50,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-02
220,2101,Measuring Cup Set,2027-01-08,Weekly,12,76.86,1.0,Growing,50,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-06
221,2101,Measuring Cup Set,2027-01-15,Weekly,12,78.19,1.0,Growing,50,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
222,2101,Measuring Cup Set,2027-01-22,Weekly,12,72.05,1.0,Growing,50,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-12
223,2101,Measuring Cup Set,2027-02-01,Monthly,58,76.35,1.0,Growing,50,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-29
224,2101,Measuring Cup Set,2027-03-01,Monthly,62,76.35,1.0,Growing,50,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-07
225,2111,High-Speed Blender,2027-01-01,Monthly,86,85.61,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-24
226,2111,High-Speed Blender,2027-01-01,Weekly,20,89.12,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-23
227,2111,High-Speed Blender,2027-01-08,Weekly,20,82.62,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-20
228,2111,High-Speed Blender,2027-01-15,Weekly,20,87.77,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-15
229,2111,High-Speed Blender,2027-01-22,Weekly,20,86.68,1.0,Growing,80,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-09
230,2111,High-Speed Blender,2027-02-01,Monthly,93,85.61,1.0,Growing,80,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-12
231,2111,High-Speed Blender,2027-03-01,Monthly,100,85.61,1.0,Growing,80,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-27
232,2112,4-Slice Toaster,2027-01-01,Monthly,57,76.56,1.0,Growing,53,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-24
233,2112,4-Slice Toaster,2027-01-01,Weekly,13,75.46,1.0,Growing,53,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-05
234,2112,4-Slice Toaster,2027-01-08,Weekly,13,81.33,1.0,Growing,53,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-29
235,2112,4-Slice Toaster,2027-01-15,Weekly,13,72.61,1.0,Growing,53,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-11
236,2112,4-Slice Toaster,2027-01-22,Weekly,13,73.65,1.0,Growing,53,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-29
237,2112,4-Slice Toaster,2027-02-01,Monthly,61,76.56,1.0,Growing,53,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-15
238,2112,4-Slice Toaster,2027-03-01,Monthly,66,76.56,1.0,Growing,53,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-14
239,2121,Bamboo Cutting Board Set,2027-01-01,Monthly,103,85.97,1.0,Growing,96,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-08
240,2121,Bamboo Cutting Board Set,2027-01-01,Weekly,23,84.8,1.0,Growing,96,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-04
241,2121,Bamboo Cutting Board Set,2027-01-08,Weekly,23,87.59,1.0,Growing,96,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-27
242,2121,Bamboo Cutting Board Set,2027-01-15,Weekly,23,81.02,1.0,Growing,96,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
243,2121,Bamboo Cutting Board Set,2027-01-22,Weekly,23,89.66,1.0,Growing,96,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-09
244,2121,Bamboo Cutting Board Set,2027-02-01,Monthly,111,85.97,1.0,Growing,96,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-03
245,2121,Bamboo Cutting Board Set,2027-03-01,Monthly,120,85.97,1.0,Growing,96,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-29
246,3011,Alpine Pro Racing Skis - 170cm,2027-01-01,Monthly,10,94.77,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-16
247,3011,Alpine Pro Racing Skis - 170cm,2027-01-01,Weekly,2,98.93,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-16
248,3011,Alpine Pro Racing Skis - 170cm,2027-01-08,Weekly,2,91.21,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
249,3011,Alpine Pro Racing Skis - 170cm,2027-01-15,Weekly,2,95.5,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-05
250,3011,Alpine Pro Racing Skis - 170cm,2027-01-22,Weekly,2,96.7,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-27
251,3011,Alpine Pro Racing Skis - 170cm,2027-02-01,Monthly,23,94.77,1.0,Growing,20,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-01
252,3011,Alpine Pro Racing Skis - 170cm,2027-03-01,Monthly,50,94.77,1.0,Growing,40,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-12
253,3012,Mountain Master All-Terrain Skis - 165cm,2027-01-01,Monthly,4,78.98,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-02
254,3012,Mountain Master All-Terrain Skis - 165cm,2027-01-01,Weekly,1,79.86,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-04
255,3012,Mountain Master All-Terrain Skis - 165cm,2027-01-08,Weekly,1,78.75,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-23
256,3012,Mountain Master All-Terrain Skis - 165cm,2027-01-15,Weekly,1,75.56,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
257,3012,Mountain Master All-Terrain Skis - 165cm,2027-01-22,Weekly,1,75.58,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-05
258,3012,Mountain Master All-Terrain Skis - 165cm,2027-02-01,Monthly,9,78.98,1.0,Growing,8,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-11
259,3012,Mountain Master All-Terrain Skis - 165cm,2027-03-01,Monthly,20,78.98,1.0,Growing,16,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-26
260,3013,Beginner's Choice Alpine Skis - 160cm,2027-01-01,Monthly,6,78.26,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-04
261,3013,Beginner's Choice Alpine Skis - 160cm,2027-01-01,Weekly,1,81.31,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-13
262,3013,Beginner's Choice Alpine Skis - 160cm,2027-01-08,Weekly,1,75.64,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-22
263,3013,Beginner's Choice Alpine Skis - 160cm,2027-01-15,Weekly,1,76.44,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-14
264,3013,Beginner's Choice Alpine Skis - 160cm,2027-01-22,Weekly,1,77.73,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-22
265,3013,Beginner's Choice Alpine Skis - 160cm,2027-02-01,Monthly,13,78.26,1.0,Growing,12,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-10
266,3013,Beginner's Choice Alpine Skis - 160cm,2027-03-01,Monthly,30,78.26,1.0,Growing,24,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-01
267,3021,Nordic Classic XC Skis - 185cm,2027-01-01,Monthly,2,80.9,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-04
268,3021,Nordic Classic XC Skis - 185cm,2027-01-01,Weekly,1,82.7,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-08
269,3021,Nordic Classic XC Skis - 185cm,2027-01-08,Weekly,1,80.45,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-24
270,3021,Nordic Classic XC Skis - 185cm,2027-01-15,Weekly,1,80.5,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-27
271,3021,Nordic Classic XC Skis - 185cm,2027-01-22,Weekly,1,83.52,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
272,3021,Nordic Classic XC Skis - 185cm,2027-02-01,Monthly,4,80.9,1.0,Growing,4,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-12
273,3021,Nordic Classic XC Skis - 185cm,2027-03-01,Monthly,10,80.9,1.0,Growing,8,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-19
274,3022,Backcountry Explorer XC Skis - 190cm,2027-01-01,Monthly,2,90.72,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-23
275,3022,Backcountry Explorer XC Skis - 190cm,2027-01-01,Weekly,1,90.99,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
276,3022,Backcountry Explorer XC Skis - 190cm,2027-01-08,Weekly,1,91.91,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-17
277,3022,Backcountry Explorer XC Skis - 190cm,2027-01-15,Weekly,1,86.47,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-17
278,3022,Backcountry Explorer XC Skis - 190cm,2027-01-22,Weekly,1,87.26,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-29
279,3022,Backcountry Explorer XC Skis - 190cm,2027-02-01,Monthly,4,90.72,1.0,Growing,4,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-21
280,3022,Backcountry Explorer XC Skis - 190cm,2027-03-01,Monthly,10,90.72,1.0,Growing,8,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-04
281,3031,Pro Flex Racing Ski Boots,2027-01-01,Monthly,4,90.38,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-26
282,3031,Pro Flex Racing Ski Boots,2027-01-01,Weekly,1,90.67,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-11
283,3031,Pro Flex Racing Ski Boots,2027-01-08,Weekly,1,91.6,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-17
284,3031,Pro Flex Racing Ski Boots,2027-01-15,Weekly,1,92.48,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-01
285,3031,Pro Flex Racing Ski Boots,2027-01-22,Weekly,1,93.35,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-15
286,3031,Pro Flex Racing Ski Boots,2027-02-01,Monthly,9,90.38,1.0,Growing,8,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-13
287,3031,Pro Flex Racing Ski Boots,2027-03-01,Monthly,20,90.38,1.0,Growing,16,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-21
288,3032,Comfort Fit Recreational Boots,2027-01-01,Monthly,8,84.31,1.0,Growing,8,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-21
289,3032,Comfort Fit Recreational Boots,2027-01-01,Weekly,1,82.27,1.0,Growing,8,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-07
290,3032,Comfort Fit Recreational Boots,2027-01-08,Weekly,1,83.14,1.0,Growing,8,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-18
291,3032,Comfort Fit Recreational Boots,2027-01-15,Weekly,1,86.79,1.0,Growing,8,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-21
292,3032,Comfort Fit Recreational Boots,2027-01-22,Weekly,1,87.61,1.0,Growing,8,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
293,3032,Comfort Fit Recreational Boots,2027-02-01,Monthly,18,84.31,1.0,Growing,16,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-26
294,3032,Comfort Fit Recreational Boots,2027-03-01,Monthly,40,84.31,1.0,Growing,32,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-27
295,3033,Women's Performance Ski Boots,2027-01-01,Monthly,6,86.56,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-22
296,3033,Women's Performance Ski Boots,2027-01-01,Weekly,1,90.7,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
297,3033,Women's Performance Ski Boots,2027-01-08,Weekly,1,91.43,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-21
298,3033,Women's Performance Ski Boots,2027-01-15,Weekly,1,83.58,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
299,3033,Women's Performance Ski Boots,2027-01-22,Weekly,1,83.01,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-15
300,3033,Women's Performance Ski Boots,2027-02-01,Monthly,13,86.56,1.0,Growing,12,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-24
301,3033,Women's Performance Ski Boots,2027-03-01,Monthly,30,86.56,1.0,Growing,24,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-24
302,3041,Carbon Fiber Racing Poles - 120cm,2027-01-01,Monthly,4,76.41,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-23
303,3041,Carbon Fiber Racing Poles - 120cm,2027-01-01,Weekly,1,75.44,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-11
304,3041,Carbon Fiber Racing Poles - 120cm,2027-01-08,Weekly,1,73.75,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-07
305,3041,Carbon Fiber Racing Poles - 120cm,2027-01-15,Weekly,1,77.71,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-22
306,3041,Carbon Fiber Racing Poles - 120cm,2027-01-22,Weekly,1,80.55,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-19
307,3041,Carbon Fiber Racing Poles - 120cm,2027-02-01,Monthly,9,76.41,1.0,Growing,8,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-21
308,3041,Carbon Fiber Racing Poles - 120cm,2027-03-01,Monthly,20,76.41,1.0,Growing,16,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-24
309,3042,Aluminum All-Mountain Poles - 115cm,2027-01-01,Monthly,2,93.52,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-30
310,3042,Aluminum All-Mountain Poles - 115cm,2027-01-01,Weekly,1,98.17,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-19
311,3042,Aluminum All-Mountain Poles - 115cm,2027-01-08,Weekly,1,89.26,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-06
312,3042,Aluminum All-Mountain Poles - 115cm,2027-01-15,Weekly,1,88.83,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-19
313,3042,Aluminum All-Mountain Poles - 115cm,2027-01-22,Weekly,1,88.79,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-18
314,3042,Aluminum All-Mountain Poles - 115cm,2027-02-01,Monthly,4,93.52,1.0,Growing,4,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-18
315,3042,Aluminum All-Mountain Poles - 115cm,2027-03-01,Monthly,10,93.52,1.0,Growing,8,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-17
316,3051,Insulated Ski Jacket - Men's,2027-01-01,Monthly,6,87.49,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-16
317,3051,Insulated Ski Jacket - Men's,2027-01-01,Weekly,1,90.03,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-30
318,3051,Insulated Ski Jacket - Men's,2027-01-08,Weekly,1,84.63,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-28
319,3051,Insulated Ski Jacket - Men's,2027-01-15,Weekly,1,91.1,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-19
320,3051,Insulated Ski Jacket - Men's,2027-01-22,Weekly,1,88.71,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-13
321,3051,Insulated Ski Jacket - Men's,2027-02-01,Monthly,13,87.49,1.0,Growing,12,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-08
322,3051,Insulated Ski Jacket - Men's,2027-03-01,Monthly,30,87.49,1.0,Growing,24,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-16
323,3052,Thermal Base Layer Set - Women's,2027-01-01,Monthly,4,91.26,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-23
324,3052,Thermal Base Layer Set - Women's,2027-01-01,Weekly,1,94.65,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-25
325,3052,Thermal Base Layer Set - Women's,2027-01-08,Weekly,1,90.76,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-25
326,3052,Thermal Base Layer Set - Women's,2027-01-15,Weekly,1,87.48,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-01
327,3052,Thermal Base Layer Set - Women's,2027-01-22,Weekly,1,91.56,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
328,3052,Thermal Base Layer Set - Women's,2027-02-01,Monthly,9,91.26,1.0,Growing,8,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-25
329,3052,Thermal Base Layer Set - Women's,2027-03-01,Monthly,20,91.26,1.0,Growing,16,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-13
