PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
148,50,PO-2026-0050,3081,All-Temp Ski Wax Kit,Ski,3,3.0,62.71,188.13,Received,2026-03-09,2026-03-09,Supplier SKU: FAB-3081,system,2026-02-15 12:01:56
149,50,PO-2026-0050,3032,Comfort Fit Recreational Boots,Ski,104,104.0,283.12,29444.48,Received,2026-03-09,2026-03-09,Supplier SKU: FAB-3032,system,2026-02-15 12:01:56
150,51,PO-2026-0051,2091,Spatula,Kitchen,14,,10.93,153.02,Shipped,2026-03-12,,Supplier SKU: WOR-2091,system,2026-02-14 12:01:56
151,52,PO-2026-0052,3081,All-Temp Ski Wax Kit,Ski,3,,62.71,188.13,Pending,2026-03-21,,Supplier SKU: FAB-3081,system,2026-02-26 12:01:56
152,52,PO-2026-0052,3072,Hand Warmers - 10 Pack,Ski,5,,10.09,50.45,Pending,2026-03-21,,Supplier SKU: FAB-3072,system,2026-02-26 12:01:56
153,52,PO-2026-0052,3022,Backcountry Explorer XC Skis - 190cm,Ski,24,,382.85,9188.4,Pending,2026-03-21,,Supplier SKU: FAB-3022,system,2026-02-26 12:01:56
154,52,PO-2026-0052,3032,Comfort Fit Recreational Boots,Ski,51,,283.12,14439.12,Pending,2026-03-21,,Supplier SKU: FAB-3032,system,2026-02-26 12:01:56
155,53,PO-2026-0053,3051,Insulated Ski Jacket - Men's,Ski,3,3.0,210.01,630.03,Received,2026-01-26,2026-01-28,Supplier SKU: CON-3051,system,2026-01-12 12:01:56
156,54,PO-2026-0054,2121,Bamboo Cutting Board Set,Kitchen,200,,35.23,7046.0,Pending,2026-03-22,,Supplier SKU: CON-2121,system,2026-03-10 12:01:56
157,54,PO-2026-0054,2061,Mixing Bowl,Kitchen,156,,31.87,4971.72,Pending,2026-03-22,,Supplier SKU: CON-2061,system,2026-03-10 12:01:56
158,54,PO-2026-0054,2041,Serving Platter,Kitchen,2,,44.69,89.38,Pending,2026-03-22,,Supplier SKU: CON-2041,system,2026-03-10 12:01:56
159,55,PO-2026-0055,1532,TrailBlaze Hiking Pants,Camping,42,,60.72,2550.24,Shipped,2026-03-12,,Supplier SKU: CON-1532,system,2026-02-25 12:01:56
160,55,PO-2026-0055,1561,EcoFire Camping Stove,Camping,4,,99.99,399.96,Shipped,2026-03-12,,Supplier SKU: CON-1561,system,2026-02-25 12:01:56
161,56,PO-2025-0056,2111,High-Speed Blender,Kitchen,45,45.0,156.57,7045.65,Received,2025-12-24,2025-12-27,Supplier SKU: CON-2111,system,2025-12-14 12:01:56
162,56,PO-2025-0056,2091,Spatula,Kitchen,33,33.0,9.88,326.04,Received,2025-12-24,2025-12-27,Supplier SKU: CON-2091,system,2025-12-14 12:01:56
163,57,PO-2026-0057,1543,TrekStar Hiking Sandals,Camping,39,39.0,56.38,2198.82,Received,2026-02-03,2026-02-04,Supplier SKU: CON-1543,system,2026-01-21 12:01:56
164,57,PO-2026-0057,1552,TrekMaster Camping Chair,Camping,24,24.0,59.22,1421.28,Received,2026-02-03,2026-02-04,Supplier SKU: CON-1552,system,2026-01-21 12:01:56
165,57,PO-2026-0057,1581,LED Headlamp - Rechargeable,Camping,165,165.0,51.5,8497.5,Received,2026-02-03,2026-02-04,Supplier SKU: CON-1581,system,2026-01-21 12:01:56
166,57,PO-2026-0057,1521,Adventurer Pro Backpack,Camping,4,4.0,119.33,477.32,Received,2026-02-03,2026-02-04,Supplier SKU: CON-1521,system,2026-01-21 12:01:56
167,58,PO-2026-0058,3092,All-Mountain Snowboard - 158cm,Ski,71,,566.34,40210.14,Shipped,2026-03-24,,Supplier SKU: CON-3092,system,2026-03-07 12:01:56
168,59,PO-2026-0059,1531,Summit Breeze Jacket,Camping,5,5.0,115.69,578.45,Received,2026-02-27,2026-02-28,Supplier SKU: CON-1531,system,2026-02-11 12:01:56
169,59,PO-2026-0059,1553,Adventure Dining Table,Camping,145,145.0,105.83,15345.35,Received,2026-02-27,2026-02-28,Supplier SKU: CON-1553,system,2026-02-11 12:01:56
170,60,PO-2025-0060,3081,All-Temp Ski Wax Kit,Ski,2,2.0,62.71,125.42,Received,2026-01-18,2026-01-19,Supplier SKU: FAB-3081,system,2025-12-27 12:01:56
171,60,PO-2025-0060,3032,Comfort Fit Recreational Boots,Ski,88,88.0,283.12,24914.56,Received,2026-01-18,2026-01-19,Supplier SKU: FAB-3032,system,2025-12-27 12:01:56
172,61,PO-2026-0061,2012,Espresso Machine,Kitchen,159,111.0,288.68,45900.12,Backordered,2026-02-18,2026-02-21,Supplier SKU: CON-2012,system,2026-02-07 12:01:56
173,61,PO-2026-0061,2111,High-Speed Blender,Kitchen,60,60.0,156.57,9394.2,Received,2026-02-18,2026-02-21,Supplier SKU: CON-2111,system,2026-02-07 12:01:56
174,62,PO-2026-0062,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2,2.0,609.41,1218.82,Received,2026-02-21,2026-02-26,Supplier SKU: CON-3012,system,2026-02-09 12:01:56
175,62,PO-2026-0062,3072,Hand Warmers - 10 Pack,Ski,14,14.0,9.66,135.24,Received,2026-02-21,2026-02-26,Supplier SKU: CON-3072,system,2026-02-09 12:01:56
176,62,PO-2026-0062,3052,Thermal Base Layer Set - Women's,Ski,106,106.0,115.15,12205.9,Received,2026-02-21,2026-02-26,Supplier SKU: CON-3052,system,2026-02-09 12:01:56
177,62,PO-2026-0062,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,3.0,65.48,196.44,Received,2026-02-21,2026-02-26,Supplier SKU: CON-3042,system,2026-02-09 12:01:56
178,62,PO-2026-0062,3031,Pro Flex Racing Ski Boots,Ski,9,9.0,441.92,3977.28,Received,2026-02-21,2026-02-26,Supplier SKU: CON-3031,system,2026-02-09 12:01:56
179,63,PO-2026-0063,2051,Ice Cream Bowl,Kitchen,24,24.0,18.47,443.28,Received,2026-02-12,2026-02-12,Supplier SKU: CON-2051,system,2026-01-29 12:01:56
180,63,PO-2026-0063,2061,Mixing Bowl,Kitchen,128,128.0,31.87,4079.36,Received,2026-02-12,2026-02-12,Supplier SKU: CON-2061,system,2026-01-29 12:01:56
181,64,PO-2026-0064,3081,All-Temp Ski Wax Kit,Ski,2,,62.71,125.42,Shipped,2026-03-25,,Supplier SKU: FAB-3081,system,2026-03-06 12:01:56
182,64,PO-2026-0064,3072,Hand Warmers - 10 Pack,Ski,3,,10.09,30.27,Shipped,2026-03-25,,Supplier SKU: FAB-3072,system,2026-03-06 12:01:56
183,65,PO-2025-0065,1523,TrailLite Daypack,Camping,5,5.0,49.28,246.4,Received,2025-12-29,2025-12-29,Supplier SKU: CON-1523,system,2025-12-17 12:01:56
184,65,PO-2025-0065,1541,TrekReady Hiking Boots,Camping,1,1.0,121.23,121.23,Received,2025-12-29,2025-12-29,Supplier SKU: CON-1541,system,2025-12-17 12:01:56
185,65,PO-2025-0065,1511,Alpine Explorer Tent,Camping,84,62.0,273.5,22974.0,Backordered,2025-12-29,2025-12-29,Supplier SKU: CON-1511,system,2025-12-17 12:01:56
186,66,PO-2025-0066,1542,TrailWalker Hiking Shoes,Camping,25,25.0,103.06,2576.5,Received,2025-12-30,2026-01-01,Supplier SKU: CON-1542,system,2025-12-16 12:01:56
187,66,PO-2025-0066,1552,TrekMaster Camping Chair,Camping,5,5.0,59.22,296.1,Received,2025-12-30,2026-01-01,Supplier SKU: CON-1552,system,2025-12-16 12:01:56
188,66,PO-2025-0066,1572,MountainDream Sleeping Bag,Camping,13,13.0,209.3,2720.9,Received,2025-12-30,2026-01-01,Supplier SKU: CON-1572,system,2025-12-16 12:01:56
189,66,PO-2025-0066,1561,EcoFire Camping Stove,Camping,1,0.0,99.99,99.99,Backordered,2025-12-30,2026-01-01,Supplier SKU: CON-1561,system,2025-12-16 12:01:56
190,66,PO-2025-0066,1533,RainGuard Hiking Jacket,Camping,1,1.0,120.56,120.56,Received,2025-12-30,2026-01-01,Supplier SKU: CON-1533,system,2025-12-16 12:01:56
191,67,PO-2026-0067,3104,Ski Tuning Bench - Portable,Ski,4,,114.99,459.96,Pending,2026-03-17,,Supplier SKU: CON-3104,system,2026-03-04 12:01:56
192,67,PO-2026-0067,3041,Carbon Fiber Racing Poles - 120cm,Ski,12,,115.06,1380.72,Pending,2026-03-17,,Supplier SKU: CON-3041,system,2026-03-04 12:01:56
193,68,PO-2026-0068,3082,Edge Tuning Tool Set,Ski,7,7.0,90.63,634.41,Received,2026-02-14,2026-02-15,Supplier SKU: CON-3082,system,2026-02-01 12:01:56
194,68,PO-2026-0068,3021,Nordic Classic XC Skis - 185cm,Ski,2,2.0,229.07,458.14,Received,2026-02-14,2026-02-15,Supplier SKU: CON-3021,system,2026-02-01 12:01:56
195,68,PO-2026-0068,3031,Pro Flex Racing Ski Boots,Ski,7,4.0,441.92,3093.44,Backordered,2026-02-14,2026-02-15,Supplier SKU: CON-3031,system,2026-02-01 12:01:56
196,68,PO-2026-0068,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2,2.0,609.41,1218.82,Received,2026-02-14,2026-02-15,Supplier SKU: CON-3012,system,2026-02-01 12:01:56
197,68,PO-2026-0068,3051,Insulated Ski Jacket - Men's,Ski,1,0.0,210.01,210.01,Backordered,2026-02-14,2026-02-15,Supplier SKU: CON-3051,system,2026-02-01 12:01:56
198,69,PO-2026-0069,2091,Spatula,Kitchen,40,40.0,10.93,437.2,Received,2026-02-01,2026-02-02,Supplier SKU: WOR-2091,system,2026-01-04 12:01:56
199,69,PO-2026-0069,3081,All-Temp Ski Wax Kit,Ski,5,5.0,54.61,273.05,Received,2026-02-01,2026-02-02,Supplier SKU: WOR-3081,system,2026-01-04 12:01:56
200,69,PO-2026-0069,3061,Professional Ski Helmet,Ski,71,71.0,152.97,10860.87,Received,2026-02-01,2026-02-02,Supplier SKU: WOR-3061,system,2026-01-04 12:01:56
201,69,PO-2026-0069,3082,Edge Tuning Tool Set,Ski,39,30.0,99.35,3874.65,Backordered,2026-02-01,2026-02-02,Supplier SKU: WOR-3082,system,2026-01-04 12:01:56
202,70,PO-2025-0070,3051,Insulated Ski Jacket - Men's,Ski,140,140.0,215.9,30226.0,Received,2026-01-13,2026-01-16,Supplier SKU: FAB-3051,system,2025-12-24 12:01:56
203,71,PO-2026-0071,3022,Backcountry Explorer XC Skis - 190cm,Ski,30,,382.85,11485.5,Pending,2026-03-22,,Supplier SKU: FAB-3022,system,2026-03-03 12:01:56
204,72,PO-2026-0072,3013,Beginner's Choice Alpine Skis - 160cm,Ski,5,5.0,288.11,1440.55,Received,2026-01-20,2026-01-21,Supplier SKU: CON-3013,system,2026-01-04 12:01:56
205,73,PO-2026-0073,1512,SkyView 2-Person Tent,Camping,18,18.0,239.93,4318.74,Received,2026-02-01,2026-02-14,Supplier SKU: CON-1512,system,2026-01-13 12:01:56
206,74,PO-2026-0074,3081,All-Temp Ski Wax Kit,Ski,3,3.0,62.71,188.13,Received,2026-01-26,2026-01-28,Supplier SKU: FAB-3081,system,2026-01-03 12:01:56
207,75,PO-2025-0075,1581,LED Headlamp - Rechargeable,Camping,97,97.0,51.5,4995.5,Received,2025-12-28,2026-01-07,Supplier SKU: CON-1581,system,2025-12-15 12:01:56
208,75,PO-2025-0075,1523,TrailLite Daypack,Camping,5,5.0,49.28,246.4,Received,2025-12-28,2026-01-07,Supplier SKU: CON-1523,system,2025-12-15 12:01:56
209,75,PO-2025-0075,1541,TrekReady Hiking Boots,Camping,2,2.0,121.23,242.46,Received,2025-12-28,2026-01-07,Supplier SKU: CON-1541,system,2025-12-15 12:01:56
210,75,PO-2025-0075,1571,CozyNights Sleeping Bag,Camping,3,3.0,117.31,351.93,Received,2025-12-28,2026-01-07,Supplier SKU: CON-1571,system,2025-12-15 12:01:56
211,75,PO-2025-0075,1552,TrekMaster Camping Chair,Camping,22,22.0,59.22,1302.84,Received,2025-12-28,2026-01-07,Supplier SKU: CON-1552,system,2025-12-15 12:01:56
212,76,PO-2026-0076,3031,Pro Flex Racing Ski Boots,Ski,31,,461.64,14310.84,Pending,2026-03-23,,Supplier SKU: WOR-3031,system,2026-02-25 12:01:56
213,77,PO-2026-0077,3051,Insulated Ski Jacket - Men's,Ski,2,2.0,210.01,420.02,Received,2026-01-18,2026-01-19,Supplier SKU: CON-3051,system,2026-01-07 12:01:56
214,78,PO-2026-0078,1533,RainGuard Hiking Jacket,Camping,5,5.0,120.56,602.8,Received,2026-02-17,2026-02-18,Supplier SKU: CON-1533,system,2026-01-29 12:01:56
215,78,PO-2026-0078,1551,BaseCamp Folding Table,Camping,9,9.0,59.4,534.6,Received,2026-02-17,2026-02-18,Supplier SKU: CON-1551,system,2026-01-29 12:01:56
216,78,PO-2026-0078,1571,CozyNights Sleeping Bag,Camping,5,5.0,117.31,586.55,Received,2026-02-17,2026-02-18,Supplier SKU: CON-1571,system,2026-01-29 12:01:56
217,78,PO-2026-0078,1543,TrekStar Hiking Sandals,Camping,67,67.0,56.38,3777.46,Received,2026-02-17,2026-02-18,Supplier SKU: CON-1543,system,2026-01-29 12:01:56
218,79,PO-2026-0079,3072,Hand Warmers - 10 Pack,Ski,4,,10.09,40.36,Pending,2026-03-24,,Supplier SKU: FAB-3072,system,2026-03-01 12:01:56
219,79,PO-2026-0079,3081,All-Temp Ski Wax Kit,Ski,1,,62.71,62.71,Pending,2026-03-24,,Supplier SKU: FAB-3081,system,2026-03-01 12:01:56
220,79,PO-2026-0079,3032,Comfort Fit Recreational Boots,Ski,56,,283.12,15854.72,Pending,2026-03-24,,Supplier SKU: FAB-3032,system,2026-03-01 12:01:56
221,80,PO-2025-0080,2091,Spatula,Kitchen,34,34.0,10.93,371.62,Received,2026-01-16,2026-01-19,Supplier SKU: WOR-2091,system,2025-12-20 12:01:56
222,80,PO-2025-0080,3031,Pro Flex Racing Ski Boots,Ski,47,47.0,461.64,21697.08,Received,2026-01-16,2026-01-19,Supplier SKU: WOR-3031,system,2025-12-20 12:01:56
223,80,PO-2025-0080,3061,Professional Ski Helmet,Ski,45,45.0,152.97,6883.65,Received,2026-01-16,2026-01-19,Supplier SKU: WOR-3061,system,2025-12-20 12:01:56
224,80,PO-2025-0080,3082,Edge Tuning Tool Set,Ski,20,20.0,99.35,1987.0,Received,2026-01-16,2026-01-19,Supplier SKU: WOR-3082,system,2025-12-20 12:01:56
225,81,PO-2026-0081,3032,Comfort Fit Recreational Boots,Ski,74,,283.12,20950.88,Pending,2026-03-30,,Supplier SKU: FAB-3032,system,2026-03-04 12:01:56
226,81,PO-2026-0081,3022,Backcountry Explorer XC Skis - 190cm,Ski,49,,382.85,18759.65,Pending,2026-03-30,,Supplier SKU: FAB-3022,system,2026-03-04 12:01:56
227,81,PO-2026-0081,3072,Hand Warmers - 10 Pack,Ski,3,,10.09,30.27,Pending,2026-03-30,,Supplier SKU: FAB-3072,system,2026-03-04 12:01:56
228,81,PO-2026-0081,3051,Insulated Ski Jacket - Men's,Ski,173,,215.9,37350.7,Pending,2026-03-30,,Supplier SKU: FAB-3051,system,2026-03-04 12:01:56
229,82,PO-2026-0082,3032,Comfort Fit Recreational Boots,Ski,85,,283.12,24065.2,Shipped,2026-03-19,,Supplier SKU: FAB-3032,system,2026-02-23 12:01:56
230,83,PO-2025-0083,3062,Anti-Fog Ski Goggles,Ski,33,33.0,80.98,2672.34,Received,2025-12-29,2026-01-12,Supplier SKU: CON-3062,system,2025-12-12 12:01:56
231,83,PO-2025-0083,3061,Professional Ski Helmet,Ski,70,70.0,143.97,10077.9,Received,2025-12-29,2026-01-12,Supplier SKU: CON-3061,system,2025-12-12 12:01:56
232,83,PO-2025-0083,3082,Edge Tuning Tool Set,Ski,8,8.0,90.63,725.04,Received,2025-12-29,2026-01-12,Supplier SKU: CON-3082,system,2025-12-12 12:01:56
233,83,PO-2025-0083,3013,Beginner's Choice Alpine Skis - 160cm,Ski,1,1.0,288.11,288.11,Received,2025-12-29,2026-01-12,Supplier SKU: CON-3013,system,2025-12-12 12:01:56
234,83,PO-2025-0083,3021,Nordic Classic XC Skis - 185cm,Ski,5,4.0,229.07,1145.35,Backordered,2025-12-29,2026-01-12,Supplier SKU: CON-3021,system,2025-12-12 12:01:56
235,84,PO-2026-0084,3022,Backcountry Explorer XC Skis - 190cm,Ski,15,11.0,358.42,5376.3,Backordered,2026-03-08,2026-03-09,Supplier SKU: WOR-3022,system,2026-02-07 12:01:56
236,84,PO-2026-0084,2091,Spatula,Kitchen,30,30.0,10.93,327.9,Received,2026-03-08,2026-03-09,Supplier SKU: WOR-2091,system,2026-02-07 12:01:56
237,85,PO-2026-0085,2012,Espresso Machine,Kitchen,237,237.0,288.68,68417.16,Received,2026-02-07,2026-02-10,Supplier SKU: CON-2012,system,2026-01-28 12:01:56
238,85,PO-2026-0085,2071,Baking Pan,Kitchen,60,60.0,19.87,1192.2,Received,2026-02-07,2026-02-10,Supplier SKU: CON-2071,system,2026-01-28 12:01:56
239,86,PO-2025-0086,1561,EcoFire Camping Stove,Camping,5,,99.99,499.95,Shipped,2025-12-27,,Supplier SKU: CON-1561,system,2025-12-15 12:01:56
240,86,PO-2025-0086,1562,PowerBurner Camping Stove,Camping,7,,132.7,928.9,Shipped,2025-12-27,,Supplier SKU: CON-1562,system,2025-12-15 12:01:56
241,86,PO-2025-0086,1533,RainGuard Hiking Jacket,Camping,2,,120.56,241.12,Shipped,2025-12-27,,Supplier SKU: CON-1533,system,2025-12-15 12:01:56
242,87,PO-2026-0087,2011,Coffee Maker,Kitchen,17,,132.61,2254.37,Pending,2026-03-24,,Supplier SKU: CON-2011,system,2026-03-10 12:01:56
243,87,PO-2026-0087,2101,Measuring Cup Set,Kitchen,19,,15.38,292.22,Pending,2026-03-24,,Supplier SKU: CON-2101,system,2026-03-10 12:01:56
244,87,PO-2026-0087,2012,Espresso Machine,Kitchen,227,,288.68,65530.36,Pending,2026-03-24,,Supplier SKU: CON-2012,system,2026-03-10 12:01:56
245,88,PO-2026-0088,2022,Fork Set,Kitchen,14,14.0,29.42,411.88,Received,2026-03-02,2026-03-03,Supplier SKU: CON-2022,system,2026-02-16 12:01:56
246,89,PO-2026-0089,3041,Carbon Fiber Racing Poles - 120cm,Ski,22,22.0,115.06,2531.32,Received,2026-02-02,2026-02-03,Supplier SKU: CON-3041,system,2026-01-20 12:01:56
247,89,PO-2026-0089,3103,Snowboard Bindings - Pro,Ski,136,136.0,190.39,25893.04,Received,2026-02-02,2026-02-03,Supplier SKU: CON-3103,system,2026-01-20 12:01:56
248,89,PO-2026-0089,3021,Nordic Classic XC Skis - 185cm,Ski,4,4.0,229.07,916.28,Received,2026-02-02,2026-02-03,Supplier SKU: CON-3021,system,2026-01-20 12:01:56
249,89,PO-2026-0089,3053,Waterproof Ski Pants,Ski,13,13.0,156.87,2039.31,Received,2026-02-02,2026-02-03,Supplier SKU: CON-3053,system,2026-01-20 12:01:56
250,90,PO-2026-0090,2091,Spatula,Kitchen,84,84.0,9.88,829.92,Received,2026-02-13,2026-02-15,Supplier SKU: CON-2091,system,2026-02-01 12:01:56
251,90,PO-2026-0090,2021,Chef Knife,Kitchen,15,11.0,66.11,991.65,Backordered,2026-02-13,2026-02-15,Supplier SKU: CON-2021,system,2026-02-01 12:01:56
252,90,PO-2026-0090,2111,High-Speed Blender,Kitchen,66,66.0,156.57,10333.62,Received,2026-02-13,2026-02-15,Supplier SKU: CON-2111,system,2026-02-01 12:01:56
253,91,PO-2026-0091,3061,Professional Ski Helmet,Ski,39,39.0,152.97,5965.83,Received,2026-02-12,2026-02-15,Supplier SKU: WOR-3061,system,2026-01-13 12:01:56
254,91,PO-2026-0091,3022,Backcountry Explorer XC Skis - 190cm,Ski,13,13.0,358.42,4659.46,Received,2026-02-12,2026-02-15,Supplier SKU: WOR-3022,system,2026-01-13 12:01:56
255,92,PO-2025-0092,2041,Serving Platter,Kitchen,5,5.0,44.69,223.45,Received,2025-12-25,2025-12-26,Supplier SKU: CON-2041,system,2025-12-17 12:01:56
256,92,PO-2025-0092,2011,Coffee Maker,Kitchen,39,39.0,132.61,5171.79,Received,2025-12-25,2025-12-26,Supplier SKU: CON-2011,system,2025-12-17 12:01:56
257,92,PO-2025-0092,2101,Measuring Cup Set,Kitchen,17,17.0,15.38,261.46,Received,2025-12-25,2025-12-26,Supplier SKU: CON-2101,system,2025-12-17 12:01:56
258,92,PO-2025-0092,2091,Spatula,Kitchen,51,43.0,9.88,503.88,Backordered,2025-12-25,2025-12-26,Supplier SKU: CON-2091,system,2025-12-17 12:01:56
259,92,PO-2025-0092,2012,Espresso Machine,Kitchen,77,77.0,288.68,22228.36,Received,2025-12-25,2025-12-26,Supplier SKU: CON-2012,system,2025-12-17 12:01:56
260,93,PO-2026-0093,1561,EcoFire Camping Stove,Camping,2,2.0,99.99,199.98,Received,2026-03-01,2026-03-15,Supplier SKU: CON-1561,system,2026-02-12 12:01:56
261,94,PO-2026-0094,3031,Pro Flex Racing Ski Boots,Ski,39,39.0,461.64,18003.96,Received,2026-02-21,2026-02-22,Supplier SKU: WOR-3031,system,2026-01-19 12:01:56
262,94,PO-2026-0094,2091,Spatula,Kitchen,13,13.0,10.93,142.09,Received,2026-02-21,2026-02-22,Supplier SKU: WOR-2091,system,2026-01-19 12:01:56
263,94,PO-2026-0094,3081,All-Temp Ski Wax Kit,Ski,3,3.0,54.61,163.83,Received,2026-02-21,2026-02-22,Supplier SKU: WOR-3081,system,2026-01-19 12:01:56
264,94,PO-2026-0094,3061,Professional Ski Helmet,Ski,97,97.0,152.97,14838.09,Received,2026-02-21,2026-02-22,Supplier SKU: WOR-3061,system,2026-01-19 12:01:56
265,95,PO-2026-0095,2091,Spatula,Kitchen,48,48.0,10.93,524.64,Received,2026-02-07,2026-02-08,Supplier SKU: WOR-2091,system,2026-01-07 12:01:56
266,95,PO-2026-0095,3031,Pro Flex Racing Ski Boots,Ski,35,29.0,461.64,16157.4,Backordered,2026-02-07,2026-02-08,Supplier SKU: WOR-3031,system,2026-01-07 12:01:56
267,96,PO-2025-0096,2011,Coffee Maker,Kitchen,29,29.0,132.61,3845.69,Received,2025-12-27,2025-12-28,Supplier SKU: CON-2011,system,2025-12-14 12:01:56
268,96,PO-2025-0096,2071,Baking Pan,Kitchen,182,128.0,19.87,3616.34,Backordered,2025-12-27,2025-12-28,Supplier SKU: CON-2071,system,2025-12-14 12:01:56
269,96,PO-2025-0096,2111,High-Speed Blender,Kitchen,104,104.0,156.57,16283.28,Received,2025-12-27,2025-12-28,Supplier SKU: CON-2111,system,2025-12-14 12:01:56
270,97,PO-2025-0097,1563,CompactCook Camping Stove,Camping,143,143.0,73.17,10463.31,Received,2026-01-01,2026-01-03,Supplier SKU: CON-1563,system,2025-12-17 12:01:56
271,97,PO-2025-0097,1572,MountainDream Sleeping Bag,Camping,25,25.0,209.3,5232.5,Received,2026-01-01,2026-01-03,Supplier SKU: CON-1572,system,2025-12-17 12:01:56
272,97,PO-2025-0097,1551,BaseCamp Folding Table,Camping,10,10.0,59.4,594.0,Received,2026-01-01,2026-01-03,Supplier SKU: CON-1551,system,2025-12-17 12:01:56
273,98,PO-2026-0098,3092,All-Mountain Snowboard - 158cm,Ski,62,48.0,566.34,35113.08,Backordered,2026-01-29,2026-01-30,Supplier SKU: CON-3092,system,2026-01-14 12:01:56
274,98,PO-2026-0098,3103,Snowboard Bindings - Pro,Ski,98,81.0,190.39,18658.22,Backordered,2026-01-29,2026-01-30,Supplier SKU: CON-3103,system,2026-01-14 12:01:56
275,98,PO-2026-0098,3071,Ski Boot Bag - Premium,Ski,194,194.0,44.23,8580.62,Received,2026-01-29,2026-01-30,Supplier SKU: CON-3071,system,2026-01-14 12:01:56
276,99,PO-2025-0099,3022,Backcountry Explorer XC Skis - 190cm,Ski,31,31.0,358.42,11111.02,Received,2026-01-25,2026-02-01,Supplier SKU: WOR-3022,system,2025-12-28 12:01:56
277,100,PO-2026-0100,1542,TrailWalker Hiking Shoes,Camping,18,18.0,103.06,1855.08,Received,2026-01-23,2026-01-23,Supplier SKU: CON-1542,system,2026-01-10 12:01:56
278,100,PO-2026-0100,1553,Adventure Dining Table,Camping,65,65.0,105.83,6878.95,Received,2026-01-23,2026-01-23,Supplier SKU: CON-1553,system,2026-01-10 12:01:56
279,100,PO-2026-0100,1512,SkyView 2-Person Tent,Camping,12,12.0,239.93,2879.16,Received,2026-01-23,2026-01-23,Supplier SKU: CON-1512,system,2026-01-10 12:01:56
280,100,PO-2026-0100,1532,TrailBlaze Hiking Pants,Camping,40,40.0,60.72,2428.8,Received,2026-01-23,2026-01-23,Supplier SKU: CON-1532,system,2026-01-10 12:01:56
281,100,PO-2026-0100,1561,EcoFire Camping Stove,Camping,5,5.0,99.99,499.95,Received,2026-01-23,2026-01-23,Supplier SKU: CON-1561,system,2026-01-10 12:01:56
282,101,PO-2026-0101,3031,Pro Flex Racing Ski Boots,Ski,27,,461.64,12464.28,Pending,2026-03-30,,Supplier SKU: WOR-3031,system,2026-03-02 12:01:56
283,101,PO-2026-0101,3022,Backcountry Explorer XC Skis - 190cm,Ski,24,,358.42,8602.08,Pending,2026-03-30,,Supplier SKU: WOR-3022,system,2026-03-02 12:01:56
284,101,PO-2026-0101,3081,All-Temp Ski Wax Kit,Ski,3,,54.61,163.83,Pending,2026-03-30,,Supplier SKU: WOR-3081,system,2026-03-02 12:01:56
285,102,PO-2025-0102,2031,Coffee Mug,Kitchen,5,4.0,22.68,113.4,Backordered,2026-01-06,2026-01-09,Supplier SKU: CON-2031,system,2025-12-27 12:01:56
286,102,PO-2025-0102,2022,Fork Set,Kitchen,17,17.0,29.42,500.14,Received,2026-01-06,2026-01-09,Supplier SKU: CON-2022,system,2025-12-27 12:01:56
287,103,PO-2026-0103,1563,CompactCook Camping Stove,Camping,146,146.0,73.17,10682.82,Received,2026-03-07,2026-03-07,Supplier SKU: CON-1563,system,2026-02-18 12:01:56
288,103,PO-2026-0103,1532,TrailBlaze Hiking Pants,Camping,12,12.0,60.72,728.64,Received,2026-03-07,2026-03-07,Supplier SKU: CON-1532,system,2026-02-18 12:01:56
289,104,PO-2025-0104,3092,All-Mountain Snowboard - 158cm,Ski,28,28.0,566.34,15857.52,Received,2026-01-09,2026-01-09,Supplier SKU: CON-3092,system,2025-12-23 12:01:56
290,105,PO-2025-0105,1533,RainGuard Hiking Jacket,Camping,1,1.0,120.56,120.56,Received,2026-01-14,2026-01-16,Supplier SKU: CON-1533,system,2025-12-30 12:01:56
291,105,PO-2025-0105,1511,Alpine Explorer Tent,Camping,41,41.0,273.5,11213.5,Received,2026-01-14,2026-01-16,Supplier SKU: CON-1511,system,2025-12-30 12:01:56
292,105,PO-2025-0105,1552,TrekMaster Camping Chair,Camping,22,22.0,59.22,1302.84,Received,2026-01-14,2026-01-16,Supplier SKU: CON-1552,system,2025-12-30 12:01:56
293,105,PO-2025-0105,1522,SummitClimber Backpack,Camping,205,173.0,151.77,31112.85,Backordered,2026-01-14,2026-01-16,Supplier SKU: CON-1522,system,2025-12-30 12:01:56
294,105,PO-2025-0105,1572,MountainDream Sleeping Bag,Camping,42,42.0,209.3,8790.6,Received,2026-01-14,2026-01-16,Supplier SKU: CON-1572,system,2025-12-30 12:01:56
295,106,PO-2026-0106,3061,Professional Ski Helmet,Ski,42,,152.97,6424.74,Shipped,2026-03-28,,Supplier SKU: WOR-3061,system,2026-02-27 12:01:56
296,106,PO-2026-0106,2091,Spatula,Kitchen,17,,10.93,185.81,Shipped,2026-03-28,,Supplier SKU: WOR-2091,system,2026-02-27 12:01:56
