PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
150,PO-2025-0150,4,Worldwide Importers,2025-12-27,2026-01-25,2026-01-25,Delivered,4073.35,Backup Warehouse,buyer1,Low,Multi-category order,system,2025-12-27 12:01:56
151,PO-2025-0151,1,Contoso Camping Equipment,2025-12-20,2026-01-07,2026-01-10,Delivered,8745.56,Backup Warehouse,supply_manager,Low,Order for Camping products,system,2025-12-20 12:01:56
152,PO-2026-0152,4,Worldwide Importers,2026-01-24,2026-02-19,2026-02-19,Delivered,49039.65,Backup Warehouse,buyer1,Medium,Multi-category order,system,2026-01-24 12:01:56
153,PO-2026-0153,1,Contoso Camping Equipment,2026-02-02,2026-02-17,2026-02-18,Delivered,7174.72,Backup Warehouse,supply_manager,Medium,Order for Camping products,system,2026-02-02 12:01:56
154,PO-2025-0154,5,Fabrikam,2025-12-16,2026-01-10,2026-01-10,Delivered,85225.42,Regional DC,buyer2,Low,Order for Ski products,system,2025-12-16 12:01:56
155,PO-2026-0155,1,Contoso Camping Equipment,2026-01-19,2026-02-01,2026-02-14,Delivered,27412.86,Backup Warehouse,supply_manager,Low,Order for Camping products,system,2026-01-19 12:01:56
156,PO-2026-0156,3,Contoso Ski Equipment,2026-01-08,2026-01-24,2026-01-26,Delivered,113850.99,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-01-08 12:01:56
157,PO-2025-0157,3,Contoso Ski Equipment,2025-12-27,2026-01-08,2026-01-10,Delivered,90591.0,Backup Warehouse,supply_manager,Emergency,Order for Ski products,system,2025-12-27 12:01:56
158,PO-2025-0158,2,Contoso Kitchen,2025-12-28,2026-01-12,2026-01-12,Delivered,1628.5,Main Warehouse,buyer2,Low,Order for Kitchen products,system,2025-12-28 12:01:56
159,PO-2026-0159,3,Contoso Ski Equipment,2026-01-24,2026-02-08,2026-02-11,Delivered,3101.37,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-01-24 12:01:56
160,PO-2025-0160,2,Contoso Kitchen,2025-12-21,2026-01-02,2026-01-03,Delivered,5514.01,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2025-12-21 12:01:56
161,PO-2025-0161,4,Worldwide Importers,2025-12-31,2026-01-29,2026-01-30,Delivered,48806.66,Regional DC,buyer1,Low,Multi-category order,system,2025-12-31 12:01:56
162,PO-2025-0162,3,Contoso Ski Equipment,2025-12-30,2026-01-12,2026-01-13,Delivered,16130.17,Backup Warehouse,buyer2,Low,Order for Ski products,system,2025-12-30 12:01:56
163,PO-2026-0163,5,Fabrikam,2026-03-05,2026-03-24,,InTransit,19103.47,Backup Warehouse,buyer1,Medium,Order for Ski products,system,2026-03-05 12:01:56
164,PO-2026-0164,1,Contoso Camping Equipment,2026-03-01,2026-03-17,,Sent,15042.5,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-03-01 12:01:56
165,PO-2026-0165,5,Fabrikam,2026-01-26,2026-02-18,2026-02-18,Delivered,61318.42,Main Warehouse,buyer1,Low,Order for Ski products,system,2026-01-26 12:01:56
166,PO-2026-0166,3,Contoso Ski Equipment,2026-03-09,2026-03-19,,Sent,40269.49,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-03-09 12:01:56
167,PO-2026-0167,5,Fabrikam,2026-03-03,2026-03-27,,Sent,25889.33,Main Warehouse,buyer1,Medium,Order for Ski products,system,2026-03-03 12:01:56
168,PO-2025-0168,1,Contoso Camping Equipment,2025-12-27,2026-01-11,2026-01-11,Delivered,29099.9,Regional DC,buyer1,Low,Order for Camping products,system,2025-12-27 12:01:56
169,PO-2025-0169,2,Contoso Kitchen,2025-12-19,2026-01-02,2026-01-02,Delivered,134.07,Main Warehouse,supply_manager,Medium,Order for Kitchen products,system,2025-12-19 12:01:56
170,PO-2026-0170,3,Contoso Ski Equipment,2026-01-25,2026-02-07,2026-02-07,Delivered,34252.42,Regional DC,buyer2,Low,Order for Ski products,system,2026-01-25 12:01:56
171,PO-2026-0171,4,Worldwide Importers,2026-02-28,2026-04-01,,Sent,20461.32,Backup Warehouse,buyer2,Low,Multi-category order,system,2026-02-28 12:01:56
172,PO-2025-0172,3,Contoso Ski Equipment,2025-12-28,2026-01-07,2026-01-10,Delivered,458.14,Main Warehouse,buyer2,Medium,Order for Ski products,system,2025-12-28 12:01:56
173,PO-2026-0173,3,Contoso Ski Equipment,2026-02-21,2026-03-09,2026-03-11,Delivered,109779.76,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-21 12:01:56
174,PO-2026-0174,3,Contoso Ski Equipment,2026-01-05,2026-01-21,2026-01-24,Delivered,2923.37,Regional DC,buyer1,Medium,Order for Ski products,system,2026-01-05 12:01:56
175,PO-2025-0175,4,Worldwide Importers,2025-12-30,2026-01-28,2026-01-29,Delivered,34559.61,Backup Warehouse,buyer2,Low,Multi-category order,system,2025-12-30 12:01:56
176,PO-2026-0176,4,Worldwide Importers,2026-01-22,2026-02-24,2026-02-24,Delivered,33794.23,Main Warehouse,buyer2,Low,Multi-category order,system,2026-01-22 12:01:56
177,PO-2026-0177,1,Contoso Camping Equipment,2026-01-08,2026-01-20,2026-01-21,Delivered,4018.55,Backup Warehouse,buyer2,Low,Order for Camping products,system,2026-01-08 12:01:56
178,PO-2026-0178,5,Fabrikam,2026-02-08,2026-02-28,2026-03-12,Delivered,31548.03,Regional DC,supply_manager,Low,Order for Ski products,system,2026-02-08 12:01:56
179,PO-2025-0179,2,Contoso Kitchen,2025-12-12,2025-12-25,2025-12-28,Delivered,2257.07,Regional DC,buyer2,Low,Order for Kitchen products,system,2025-12-12 12:01:56
180,PO-2025-0180,4,Worldwide Importers,2025-12-14,2026-01-16,,InTransit,4371.4,Backup Warehouse,buyer2,High,Multi-category order,system,2025-12-14 12:01:56
181,PO-2026-0181,1,Contoso Camping Equipment,2026-01-27,2026-02-10,2026-02-13,Delivered,21279.04,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-01-27 12:01:56
182,PO-2025-0182,2,Contoso Kitchen,2025-12-31,2026-01-10,2026-01-10,Delivered,62042.66,Regional DC,buyer1,Medium,Order for Kitchen products,system,2025-12-31 12:01:56
183,PO-2026-0183,3,Contoso Ski Equipment,2026-02-09,2026-02-19,2026-02-21,Delivered,42392.87,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-09 12:01:56
184,PO-2026-0184,1,Contoso Camping Equipment,2026-02-17,2026-03-08,2026-03-08,Delivered,18380.59,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-02-17 12:01:56
185,PO-2025-0185,5,Fabrikam,2025-12-31,2026-01-22,2026-01-23,Delivered,250.84,Regional DC,buyer2,Low,Order for Ski products,system,2025-12-31 12:01:56
186,PO-2026-0186,3,Contoso Ski Equipment,2026-02-14,2026-02-26,2026-03-01,Delivered,67266.9,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-14 12:01:56
187,PO-2025-0187,4,Worldwide Importers,2025-12-31,2026-01-31,2026-01-31,Delivered,14065.1,Backup Warehouse,buyer1,Low,Multi-category order,system,2025-12-31 12:01:56
188,PO-2026-0188,3,Contoso Ski Equipment,2026-01-16,2026-01-30,2026-01-30,Delivered,54399.07,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-01-16 12:01:56
189,PO-2026-0189,3,Contoso Ski Equipment,2026-01-12,2026-01-23,2026-01-27,Delivered,54692.53,Regional DC,supply_manager,Low,Order for Ski products,system,2026-01-12 12:01:56
190,PO-2026-0190,3,Contoso Ski Equipment,2026-01-26,2026-02-07,2026-02-10,Delivered,78739.01,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-01-26 12:01:56
191,PO-2025-0191,2,Contoso Kitchen,2025-12-14,2025-12-29,2026-01-01,Delivered,89.38,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2025-12-14 12:01:56
192,PO-2026-0192,2,Contoso Kitchen,2026-01-17,2026-01-28,2026-01-31,Delivered,17711.41,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-01-17 12:01:56
193,PO-2026-0193,2,Contoso Kitchen,2026-01-05,2026-01-20,2026-01-20,Delivered,11773.52,Backup Warehouse,buyer2,Low,Order for Kitchen products,system,2026-01-05 12:01:56
194,PO-2026-0194,2,Contoso Kitchen,2026-02-05,2026-02-18,2026-02-21,Delivered,794.21,Backup Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-02-05 12:01:56
195,PO-2025-0195,4,Worldwide Importers,2025-12-31,2026-01-27,2026-01-28,Delivered,12867.64,Main Warehouse,supply_manager,Low,Multi-category order,system,2025-12-31 12:01:56
196,PO-2026-0196,1,Contoso Camping Equipment,2026-01-16,2026-01-30,2026-01-30,Delivered,10774.74,Backup Warehouse,buyer2,Low,Order for Camping products,system,2026-01-16 12:01:56
197,PO-2026-0197,5,Fabrikam,2026-01-04,2026-01-26,2026-01-28,Delivered,35889.85,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-01-04 12:01:56
198,PO-2025-0198,2,Contoso Kitchen,2025-12-20,2025-12-31,2026-01-02,Delivered,71484.08,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2025-12-20 12:01:56
199,PO-2025-0199,1,Contoso Camping Equipment,2025-12-12,2025-12-24,2025-12-24,Delivered,11004.8,Regional DC,buyer1,Low,Order for Camping products,system,2025-12-12 12:01:56
200,PO-2026-0200,1,Contoso Camping Equipment,2026-01-07,2026-01-19,2026-01-19,Delivered,14072.66,Regional DC,buyer1,Low,Order for Camping products,system,2026-01-07 12:01:56
