PurchaseOrderID,PurchaseOrderNumber,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,TotalOrderValue,DeliveryLocation,OrderedBy,Priority,Notes,CreatedBy,CreatedDate
152,PO-2026-0152,3,Alpine Ski House,2026-01-19,2026-02-03,2026-02-03,Delivered,4969.05,Regional DC,supply_manager,Low,Order for Ski products,system,2026-01-19 11:10:37
153,PO-2026-0153,1,Contoso Ltd,2026-03-01,2026-03-10,2026-03-10,Delivered,11137.42,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-03-01 11:10:37
154,PO-2025-0154,2,Proseware Inc,2025-12-28,2026-01-05,2026-01-08,Delivered,5731.83,Backup Warehouse,buyer2,Medium,Order for Kitchen products,system,2025-12-28 11:10:37
155,PO-2026-0155,2,Proseware Inc,2026-02-14,2026-02-27,2026-03-01,Delivered,103.15,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-02-14 11:10:37
156,PO-2026-0156,3,Alpine Ski House,2026-03-10,2026-03-21,,Confirmed,2491.63,Backup Warehouse,buyer1,Low,Order for Ski products,system,2026-03-10 11:10:37
157,PO-2026-0157,4,Worldwide Importers,2026-02-07,2026-03-04,2026-03-07,Delivered,170532.18,Main Warehouse,buyer1,Low,Multi-category order,system,2026-02-07 11:10:37
158,PO-2026-0158,2,Proseware Inc,2026-01-13,2026-01-24,2026-01-24,Delivered,13334.71,Regional DC,supply_manager,Low,Order for Kitchen products,system,2026-01-13 11:10:37
159,PO-2026-0159,3,Alpine Ski House,2026-02-01,2026-02-11,2026-02-25,Delivered,56688.64,Main Warehouse,supply_manager,Medium,Order for Ski products,system,2026-02-01 11:10:37
160,PO-2026-0160,3,Alpine Ski House,2026-03-01,2026-03-17,,Sent,14940.16,Main Warehouse,supply_manager,High,Order for Ski products,system,2026-03-01 11:10:37
161,PO-2026-0161,3,Alpine Ski House,2026-02-07,2026-02-21,2026-02-22,Delivered,7566.33,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-02-07 11:10:37
162,PO-2025-0162,4,Worldwide Importers,2025-12-31,2026-01-25,2026-01-26,Delivered,45628.16,Backup Warehouse,supply_manager,Medium,Multi-category order,system,2025-12-31 11:10:37
163,PO-2026-0163,3,Alpine Ski House,2026-03-07,2026-03-20,,Sent,64597.66,Backup Warehouse,buyer1,Emergency,Order for Ski products,system,2026-03-07 11:10:37
164,PO-2026-0164,2,Proseware Inc,2026-03-03,2026-03-13,2026-03-13,Delivered,3114.54,Main Warehouse,buyer1,Medium,Order for Kitchen products,system,2026-03-03 11:10:37
165,PO-2026-0165,2,Proseware Inc,2026-02-02,2026-02-14,2026-02-15,Delivered,16007.59,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2026-02-02 11:10:37
166,PO-2025-0166,3,Alpine Ski House,2025-12-29,2026-01-15,2026-01-18,Delivered,29521.12,Regional DC,supply_manager,Low,Order for Ski products,system,2025-12-29 11:10:37
167,PO-2026-0167,4,Worldwide Importers,2026-02-26,2026-03-24,,Sent,179376.48,Regional DC,buyer1,High,Multi-category order,system,2026-02-26 11:10:37
168,PO-2026-0168,3,Alpine Ski House,2026-01-31,2026-02-16,2026-02-18,Delivered,22761.57,Regional DC,buyer1,Low,Order for Ski products,system,2026-01-31 11:10:37
169,PO-2026-0169,1,Contoso Ltd,2026-03-12,2026-03-27,,InTransit,232.44,Main Warehouse,buyer1,Low,Order for Camping products,system,2026-03-12 11:10:37
170,PO-2026-0170,2,Proseware Inc,2026-02-12,2026-02-24,2026-02-24,Delivered,1438.26,Main Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-02-12 11:10:37
171,PO-2026-0171,4,Worldwide Importers,2026-01-08,2026-01-28,2026-01-28,Delivered,179277.42,Regional DC,buyer1,Low,Multi-category order,system,2026-01-08 11:10:37
172,PO-2026-0172,1,Contoso Ltd,2026-01-02,2026-01-10,2026-01-12,Delivered,5060.5,Main Warehouse,buyer1,High,Order for Camping products,system,2026-01-02 11:10:37
173,PO-2026-0173,4,Worldwide Importers,2026-03-10,2026-03-31,,InTransit,38871.41,Regional DC,supply_manager,Low,Multi-category order,system,2026-03-10 11:10:37
174,PO-2026-0174,3,Alpine Ski House,2026-02-01,2026-02-12,2026-02-12,Delivered,5292.86,Backup Warehouse,buyer1,Medium,Order for Ski products,system,2026-02-01 11:10:37
175,PO-2026-0175,3,Alpine Ski House,2026-03-02,2026-03-18,,Confirmed,111010.09,Backup Warehouse,buyer2,High,Order for Ski products,system,2026-03-02 11:10:37
176,PO-2026-0176,3,Alpine Ski House,2026-02-19,2026-03-04,2026-03-04,Delivered,32923.2,Backup Warehouse,buyer2,Low,Order for Ski products,system,2026-02-19 11:10:37
177,PO-2025-0177,2,Proseware Inc,2025-12-30,2026-01-08,2026-01-11,Delivered,18692.66,Regional DC,supply_manager,Low,Order for Kitchen products,system,2025-12-30 11:10:37
178,PO-2026-0178,4,Worldwide Importers,2026-01-24,2026-02-12,2026-02-12,Delivered,43691.12,Main Warehouse,supply_manager,Low,Multi-category order,system,2026-01-24 11:10:37
179,PO-2025-0179,1,Contoso Ltd,2025-12-25,2026-01-06,2026-01-09,Delivered,8736.36,Regional DC,buyer2,High,Order for Camping products,system,2025-12-25 11:10:37
180,PO-2026-0180,2,Proseware Inc,2026-02-28,2026-03-10,2026-03-10,Delivered,1733.07,Backup Warehouse,buyer1,Low,Order for Kitchen products,system,2026-02-28 11:10:37
181,PO-2026-0181,2,Proseware Inc,2026-01-31,2026-02-10,2026-02-11,Delivered,3990.46,Main Warehouse,buyer1,Low,Order for Kitchen products,system,2026-01-31 11:10:37
182,PO-2025-0182,4,Worldwide Importers,2025-12-31,2026-01-22,2026-01-24,Delivered,53486.48,Backup Warehouse,buyer1,Low,Multi-category order,system,2025-12-31 11:10:37
183,PO-2026-0183,5,Fabrikam,2026-02-18,2026-03-02,2026-03-02,Delivered,3201.27,Regional DC,supply_manager,Medium,Order for Ski products,system,2026-02-18 11:10:37
184,PO-2026-0184,4,Worldwide Importers,2026-03-04,2026-03-28,,Sent,11613.17,Backup Warehouse,supply_manager,Medium,Multi-category order,system,2026-03-04 11:10:37
185,PO-2026-0185,2,Proseware Inc,2026-01-13,2026-01-22,2026-01-24,Delivered,35281.84,Backup Warehouse,supply_manager,Low,Order for Kitchen products,system,2026-01-13 11:10:37
186,PO-2026-0186,1,Contoso Ltd,2026-01-27,2026-02-10,2026-02-12,Delivered,1115.94,Regional DC,buyer2,Low,Order for Camping products,system,2026-01-27 11:10:37
187,PO-2026-0187,1,Contoso Ltd,2026-01-25,2026-02-03,2026-02-03,Delivered,5077.08,Main Warehouse,supply_manager,Low,Order for Camping products,system,2026-01-25 11:10:37
188,PO-2026-0188,5,Fabrikam,2026-03-09,2026-03-23,,InTransit,45593.03,Regional DC,buyer1,Low,Order for Ski products,system,2026-03-09 11:10:37
189,PO-2026-0189,3,Alpine Ski House,2026-02-27,2026-03-10,2026-03-13,Delivered,9401.75,Backup Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-27 11:10:37
190,PO-2026-0190,3,Alpine Ski House,2026-02-05,2026-02-19,2026-02-22,Delivered,83422.16,Main Warehouse,supply_manager,Low,Order for Ski products,system,2026-02-05 11:10:37
191,PO-2026-0191,1,Contoso Ltd,2026-02-23,2026-03-08,2026-03-09,Delivered,1743.06,Main Warehouse,buyer1,Medium,Order for Camping products,system,2026-02-23 11:10:37
192,PO-2026-0192,5,Fabrikam,2026-01-19,2026-02-03,2026-02-06,Delivered,9307.22,Regional DC,buyer2,Low,Order for Ski products,system,2026-01-19 11:10:37
193,PO-2026-0193,5,Fabrikam,2026-03-14,2026-03-29,,Sent,153160.85,Main Warehouse,buyer1,Medium,Order for Ski products,system,2026-03-14 11:10:37
194,PO-2026-0194,1,Contoso Ltd,2026-02-26,2026-03-09,2026-03-09,Delivered,10100.14,Regional DC,buyer2,Low,Order for Camping products,system,2026-02-26 11:10:37
195,PO-2025-0195,3,Alpine Ski House,2025-12-21,2025-12-31,2026-01-03,Delivered,2757.04,Regional DC,buyer1,Low,Order for Ski products,system,2025-12-21 11:10:37
196,PO-2026-0196,1,Contoso Ltd,2026-01-21,2026-02-01,2026-02-01,Delivered,6915.34,Regional DC,supply_manager,Emergency,Order for Camping products,system,2026-01-21 11:10:37
197,PO-2026-0197,3,Alpine Ski House,2026-02-21,2026-03-05,2026-03-06,Delivered,4434.92,Regional DC,buyer2,Medium,Order for Ski products,system,2026-02-21 11:10:37
198,PO-2026-0198,4,Worldwide Importers,2026-01-12,2026-02-03,2026-02-04,Delivered,21852.21,Backup Warehouse,supply_manager,Low,Multi-category order,system,2026-01-12 11:10:37
199,PO-2025-0199,3,Alpine Ski House,2025-12-20,2026-01-03,2026-01-03,Delivered,2582.79,Main Warehouse,buyer1,Low,Order for Ski products,system,2025-12-20 11:10:37
200,PO-2026-0200,2,Proseware Inc,2026-03-13,2026-03-28,,InTransit,2840.48,Regional DC,buyer1,Low,Order for Kitchen products,system,2026-03-13 11:10:37
