ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
142,2011,Coffee Maker,Kitchen,2026-05-01,Weekly,6,67.6,1.0,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
143,2011,Coffee Maker,Kitchen,2026-05-08,Weekly,6,58.19,1.0,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
144,2011,Coffee Maker,Kitchen,2026-05-15,Weekly,6,59.44,1.0,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
145,2011,Coffee Maker,Kitchen,2026-05-22,Weekly,6,64.86,1.0,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
146,2011,Coffee Maker,Kitchen,2026-06-01,Monthly,28,63.15,0.99,Stable,28,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
147,2011,Coffee Maker,Kitchen,2026-07-01,Monthly,29,63.15,0.99,Stable,28,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
148,2012,Espresso Machine,Kitchen,2026-05-01,Monthly,11,65.48,1.0,Stable,11,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
149,2012,Espresso Machine,Kitchen,2026-05-01,Weekly,2,68.62,1.0,Stable,11,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
150,2012,Espresso Machine,Kitchen,2026-05-08,Weekly,2,62.41,1.0,Stable,11,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
151,2012,Espresso Machine,Kitchen,2026-05-15,Weekly,2,63.21,1.0,Stable,11,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
152,2012,Espresso Machine,Kitchen,2026-05-22,Weekly,2,63.22,1.0,Stable,11,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
153,2012,Espresso Machine,Kitchen,2026-06-01,Monthly,11,65.48,0.99,Stable,11,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
154,2012,Espresso Machine,Kitchen,2026-07-01,Monthly,11,65.48,0.99,Stable,11,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
155,2021,Chef Knife,Kitchen,2026-05-01,Monthly,48,60.43,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
156,2021,Chef Knife,Kitchen,2026-05-01,Weekly,11,59.46,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
157,2021,Chef Knife,Kitchen,2026-05-08,Weekly,11,57.6,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
158,2021,Chef Knife,Kitchen,2026-05-15,Weekly,11,62.82,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
159,2021,Chef Knife,Kitchen,2026-05-22,Weekly,11,58.51,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
160,2021,Chef Knife,Kitchen,2026-06-01,Monthly,49,60.43,0.99,Stable,48,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
161,2021,Chef Knife,Kitchen,2026-07-01,Monthly,50,60.43,0.99,Stable,48,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
162,2022,Fork Set,Kitchen,2026-05-01,Monthly,48,62.3,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
163,2022,Fork Set,Kitchen,2026-05-01,Weekly,11,63.63,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
164,2022,Fork Set,Kitchen,2026-05-08,Weekly,11,62.65,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
165,2022,Fork Set,Kitchen,2026-05-15,Weekly,11,66.71,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
166,2022,Fork Set,Kitchen,2026-05-22,Weekly,11,58.97,1.0,Stable,48,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
167,2022,Fork Set,Kitchen,2026-06-01,Monthly,49,62.3,0.99,Stable,48,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
168,2022,Fork Set,Kitchen,2026-07-01,Monthly,50,62.3,0.99,Stable,48,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
169,2031,Coffee Mug,Kitchen,2026-05-01,Monthly,32,79.28,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
170,2031,Coffee Mug,Kitchen,2026-05-01,Weekly,7,76.67,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
171,2031,Coffee Mug,Kitchen,2026-05-08,Weekly,7,76.68,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
172,2031,Coffee Mug,Kitchen,2026-05-15,Weekly,7,84.18,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
173,2031,Coffee Mug,Kitchen,2026-05-22,Weekly,7,75.85,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
174,2031,Coffee Mug,Kitchen,2026-06-01,Monthly,33,79.28,0.99,Stable,32,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
175,2031,Coffee Mug,Kitchen,2026-07-01,Monthly,33,79.28,0.99,Stable,32,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
176,2041,Serving Platter,Kitchen,2026-05-01,Monthly,8,70.66,1.0,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
177,2041,Serving Platter,Kitchen,2026-05-01,Weekly,1,73.72,1.0,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
178,2041,Serving Platter,Kitchen,2026-05-08,Weekly,1,71.2,1.0,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
179,2041,Serving Platter,Kitchen,2026-05-15,Weekly,1,72.59,1.0,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
180,2041,Serving Platter,Kitchen,2026-05-22,Weekly,1,67.91,1.0,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
181,2041,Serving Platter,Kitchen,2026-06-01,Monthly,8,70.66,0.99,Stable,8,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
182,2041,Serving Platter,Kitchen,2026-07-01,Monthly,8,70.66,0.99,Stable,8,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
183,2051,Ice Cream Bowl,Kitchen,2026-05-01,Monthly,32,78.76,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
184,2051,Ice Cream Bowl,Kitchen,2026-05-01,Weekly,7,80.09,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
185,2051,Ice Cream Bowl,Kitchen,2026-05-08,Weekly,7,76.48,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
186,2051,Ice Cream Bowl,Kitchen,2026-05-15,Weekly,7,80.02,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
187,2051,Ice Cream Bowl,Kitchen,2026-05-22,Weekly,7,77.75,1.0,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
188,2051,Ice Cream Bowl,Kitchen,2026-06-01,Monthly,33,78.76,0.99,Stable,32,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
189,2051,Ice Cream Bowl,Kitchen,2026-07-01,Monthly,33,78.76,0.99,Stable,32,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
190,2061,Mixing Bowl,Kitchen,2026-05-01,Monthly,41,62.35,1.0,Stable,41,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
191,2061,Mixing Bowl,Kitchen,2026-05-01,Weekly,9,58.68,1.0,Stable,41,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
192,2061,Mixing Bowl,Kitchen,2026-05-08,Weekly,9,64.08,1.0,Stable,41,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
193,2061,Mixing Bowl,Kitchen,2026-05-15,Weekly,9,58.97,1.0,Stable,41,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
194,2061,Mixing Bowl,Kitchen,2026-05-22,Weekly,9,58.28,1.0,Stable,41,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
195,2061,Mixing Bowl,Kitchen,2026-06-01,Monthly,42,62.35,0.99,Stable,41,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
196,2061,Mixing Bowl,Kitchen,2026-07-01,Monthly,43,62.35,0.99,Stable,41,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
197,2071,Baking Pan,Kitchen,2026-05-01,Monthly,10,61.45,1.0,Stable,10,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
198,2071,Baking Pan,Kitchen,2026-05-01,Weekly,2,58.03,1.0,Stable,10,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
199,2071,Baking Pan,Kitchen,2026-05-08,Weekly,2,66.27,1.0,Stable,10,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
200,2071,Baking Pan,Kitchen,2026-05-15,Weekly,2,59.65,1.0,Stable,10,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
201,2071,Baking Pan,Kitchen,2026-05-22,Weekly,2,63.45,1.0,Stable,10,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
202,2071,Baking Pan,Kitchen,2026-06-01,Monthly,10,61.45,0.99,Stable,10,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
203,2071,Baking Pan,Kitchen,2026-07-01,Monthly,10,61.45,0.99,Stable,10,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
204,2081,Food Storage Set,Kitchen,2026-05-01,Monthly,45,61.38,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
205,2081,Food Storage Set,Kitchen,2026-05-01,Weekly,10,64.32,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
206,2081,Food Storage Set,Kitchen,2026-05-08,Weekly,10,65.94,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
207,2081,Food Storage Set,Kitchen,2026-05-15,Weekly,10,66.32,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
208,2081,Food Storage Set,Kitchen,2026-05-22,Weekly,10,66.34,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
209,2081,Food Storage Set,Kitchen,2026-06-01,Monthly,46,61.38,0.99,Stable,45,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
210,2081,Food Storage Set,Kitchen,2026-07-01,Monthly,47,61.38,0.99,Stable,45,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
211,2091,Spatula,Kitchen,2026-05-01,Monthly,30,64.49,1.0,Stable,30,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
212,2091,Spatula,Kitchen,2026-05-01,Weekly,6,63.61,1.0,Stable,30,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
213,2091,Spatula,Kitchen,2026-05-08,Weekly,6,61.16,1.0,Stable,30,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
214,2091,Spatula,Kitchen,2026-05-15,Weekly,6,61.18,1.0,Stable,30,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
215,2091,Spatula,Kitchen,2026-05-22,Weekly,6,63.72,1.0,Stable,30,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
216,2091,Spatula,Kitchen,2026-06-01,Monthly,31,64.49,0.99,Stable,30,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
217,2091,Spatula,Kitchen,2026-07-01,Monthly,31,64.49,0.99,Stable,30,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
218,2101,Measuring Cup Set,Kitchen,2026-05-01,Monthly,16,76.49,1.0,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
219,2101,Measuring Cup Set,Kitchen,2026-05-01,Weekly,3,77.16,1.0,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
220,2101,Measuring Cup Set,Kitchen,2026-05-08,Weekly,3,73.53,1.0,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
221,2101,Measuring Cup Set,Kitchen,2026-05-15,Weekly,3,77.22,1.0,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
222,2101,Measuring Cup Set,Kitchen,2026-05-22,Weekly,3,80.28,1.0,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
223,2101,Measuring Cup Set,Kitchen,2026-06-01,Monthly,16,76.49,0.99,Stable,16,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
224,2101,Measuring Cup Set,Kitchen,2026-07-01,Monthly,16,76.49,0.99,Stable,16,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
225,2111,High-Speed Blender,Kitchen,2026-05-01,Monthly,26,79.29,1.0,Stable,26,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
226,2111,High-Speed Blender,Kitchen,2026-05-01,Weekly,6,75.58,1.0,Stable,26,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
227,2111,High-Speed Blender,Kitchen,2026-05-08,Weekly,6,76.65,1.0,Stable,26,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
228,2111,High-Speed Blender,Kitchen,2026-05-15,Weekly,6,75.88,1.0,Stable,26,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
229,2111,High-Speed Blender,Kitchen,2026-05-22,Weekly,6,82.83,1.0,Stable,26,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
230,2111,High-Speed Blender,Kitchen,2026-06-01,Monthly,26,79.29,0.99,Stable,26,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
231,2111,High-Speed Blender,Kitchen,2026-07-01,Monthly,27,79.29,0.99,Stable,26,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
232,2112,4-Slice Toaster,Kitchen,2026-05-01,Monthly,45,61.84,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
233,2112,4-Slice Toaster,Kitchen,2026-05-01,Weekly,10,62.14,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
234,2112,4-Slice Toaster,Kitchen,2026-05-08,Weekly,10,62.47,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
235,2112,4-Slice Toaster,Kitchen,2026-05-15,Weekly,10,63.04,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
236,2112,4-Slice Toaster,Kitchen,2026-05-22,Weekly,10,59.25,1.0,Stable,45,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
237,2112,4-Slice Toaster,Kitchen,2026-06-01,Monthly,46,61.84,0.99,Stable,45,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
238,2112,4-Slice Toaster,Kitchen,2026-07-01,Monthly,47,61.84,0.99,Stable,45,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
239,2121,Bamboo Cutting Board Set,Kitchen,2026-05-01,Monthly,33,78.46,1.0,Stable,33,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
240,2121,Bamboo Cutting Board Set,Kitchen,2026-05-01,Weekly,7,79.72,1.0,Stable,33,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
241,2121,Bamboo Cutting Board Set,Kitchen,2026-05-08,Weekly,7,77.17,1.0,Stable,33,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
242,2121,Bamboo Cutting Board Set,Kitchen,2026-05-15,Weekly,7,81.63,1.0,Stable,33,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
243,2121,Bamboo Cutting Board Set,Kitchen,2026-05-22,Weekly,7,81.21,1.0,Stable,33,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
244,2121,Bamboo Cutting Board Set,Kitchen,2026-06-01,Monthly,34,78.46,0.99,Stable,33,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
245,2121,Bamboo Cutting Board Set,Kitchen,2026-07-01,Monthly,34,78.46,0.99,Stable,33,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
246,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-01,Monthly,11,69.02,0.98,Stable,12,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
247,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-01,Weekly,2,74.0,0.6,Stable,12,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
248,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-08,Weekly,2,73.92,0.6,Stable,12,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
249,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-15,Weekly,2,68.31,0.6,Stable,12,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
250,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-05-22,Weekly,2,64.32,0.6,Stable,12,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
251,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-06-01,Monthly,12,69.02,0.97,Stable,12,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
252,3011,Alpine Pro Racing Skis - 170cm,Ski,2026-07-01,Monthly,12,69.02,0.97,Stable,12,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
253,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-01,Monthly,22,77.95,0.98,Stable,23,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
254,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-01,Weekly,5,80.7,0.6,Stable,23,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
255,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-08,Weekly,5,73.54,0.6,Stable,23,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
256,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-15,Weekly,5,82.79,0.6,Stable,23,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
257,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-05-22,Weekly,5,74.58,0.6,Stable,23,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
258,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-06-01,Monthly,23,77.95,0.97,Stable,23,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
259,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2026-07-01,Monthly,23,77.95,0.97,Stable,23,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
260,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-01,Monthly,45,64.19,0.98,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
261,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-01,Weekly,10,67.72,0.6,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
262,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-08,Weekly,10,68.75,0.6,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
263,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-15,Weekly,10,68.81,0.6,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
264,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-05-22,Weekly,10,60.84,0.6,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
265,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-06-01,Monthly,46,64.19,0.97,Stable,46,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
266,3013,Beginner's Choice Alpine Skis - 160cm,Ski,2026-07-01,Monthly,47,64.19,0.97,Stable,46,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
267,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-01,Monthly,31,70.62,0.98,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
268,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-01,Weekly,7,66.95,0.6,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
269,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-08,Weekly,7,71.2,0.6,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
270,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-15,Weekly,7,70.54,0.6,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
271,3021,Nordic Classic XC Skis - 185cm,Ski,2026-05-22,Weekly,7,66.82,0.6,Stable,32,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
272,3021,Nordic Classic XC Skis - 185cm,Ski,2026-06-01,Monthly,32,70.62,0.97,Stable,32,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
273,3021,Nordic Classic XC Skis - 185cm,Ski,2026-07-01,Monthly,32,70.62,0.97,Stable,32,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
274,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-01,Monthly,27,79.75,0.98,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
275,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-01,Weekly,6,74.77,0.6,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
276,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-08,Weekly,6,80.21,0.6,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
277,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-15,Weekly,6,84.19,0.6,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
278,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-05-22,Weekly,6,77.51,0.6,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
279,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-06-01,Monthly,28,79.75,0.97,Stable,28,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
280,3022,Backcountry Explorer XC Skis - 190cm,Ski,2026-07-01,Monthly,28,79.75,0.97,Stable,28,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
281,3031,Pro Flex Racing Ski Boots,Ski,2026-05-01,Monthly,4,65.02,0.98,Stable,5,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
282,3031,Pro Flex Racing Ski Boots,Ski,2026-05-01,Weekly,1,65.22,0.6,Stable,5,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
283,3031,Pro Flex Racing Ski Boots,Ski,2026-05-08,Weekly,1,63.62,0.6,Stable,5,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
