TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
1495,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Receipt,2025-07-08 00:00:00,198,338.29,66980.75,PO-3900,Purchase Order Receipt,72,270,system,Transaction processed for Main location,system,2025-07-08 00:00:00
1496,3103,Snowboard Bindings - Pro,Ski,Main,Receipt,2025-06-23 00:00:00,20,198.11,3962.27,PO-9436,Purchase Order Receipt,22,42,system,Transaction processed for Main location,system,2025-06-23 00:00:00
1497,2071,Baking Pan,Kitchen,Main,Receipt,2025-03-11 00:00:00,68,21.53,1463.84,PO-7704,Purchase Order Receipt,29,97,system,Transaction processed for Main location,system,2025-03-11 00:00:00
1498,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-06-30 00:00:00,-30,436.47,-13094.1,SO-93969,Customer Sale,124,94,warehouse1,Transaction processed for Main location,system,2025-06-30 00:00:00
1499,1572,MountainDream Sleeping Bag,Camping,Main,Sale,2025-04-18 00:00:00,-11,204.3,-2247.3,SO-13103,Customer Sale,72,61,system,Transaction processed for Main location,system,2025-04-18 00:00:00
1500,2121,Bamboo Cutting Board Set,Kitchen,Main,Sale,2025-04-30 00:00:00,-19,31.46,-597.74,SO-94362,Customer Sale,76,57,warehouse1,Transaction processed for Main location,system,2025-04-30 00:00:00
1501,3053,Waterproof Ski Pants,Ski,Main,Sale,2025-12-29 00:00:00,-7,173.38,-1213.66,SO-70468,Customer Sale,21,14,warehouse1,Transaction processed for Main location,system,2025-12-29 00:00:00
1502,1541,TrekReady Hiking Boots,Camping,Main,Receipt,2025-08-14 00:00:00,148,143.51,21239.73,PO-8390,Purchase Order Receipt,11,159,warehouse1,Transaction processed for Main location,system,2025-08-14 00:00:00
1503,1572,MountainDream Sleeping Bag,Camping,Main,Sale,2026-01-28 00:00:00,-6,204.3,-1225.8,SO-46301,Customer Sale,70,64,warehouse2,Transaction processed for Main location,system,2026-01-28 00:00:00
1504,2041,Serving Platter,Kitchen,Main,Receipt,2025-01-30 00:00:00,177,43.38,7677.91,PO-8214,Purchase Order Receipt,96,273,system,Transaction processed for Main location,system,2025-01-30 00:00:00
1505,2081,Food Storage Set,Kitchen,Main,Transfer,2026-03-07 00:00:00,-48,26.64,-1278.72,TRF-9367,Warehouse Transfer,103,55,warehouse2,Transaction processed for Main location,system,2026-03-07 00:00:00
1506,1532,TrailBlaze Hiking Pants,Camping,Backup,Sale,2025-04-14 00:00:00,-21,62.58,-1314.18,SO-47508,Customer Sale,0,-21,system,Transaction processed for Backup location,system,2025-04-14 00:00:00
1507,1523,TrailLite Daypack,Camping,Main,Sale,2025-05-06 00:00:00,-45,52.82,-2376.9,SO-49647,Customer Sale,36,-9,system,Transaction processed for Main location,system,2025-05-06 00:00:00
1508,1561,EcoFire Camping Stove,Camping,Backup,Sale,2026-01-23 00:00:00,-48,87.74,-4211.52,SO-18297,Customer Sale,100,52,warehouse2,Transaction processed for Backup location,system,2026-01-23 00:00:00
1509,3072,Hand Warmers - 10 Pack,Ski,Backup,Receipt,2025-05-07 00:00:00,184,8.89,1635.02,PO-6897,Purchase Order Receipt,72,256,system,Transaction processed for Backup location,system,2025-05-07 00:00:00
1510,3061,Professional Ski Helmet,Ski,Main,Sale,2025-02-07 00:00:00,-47,126.34,-5937.98,SO-54407,Customer Sale,76,29,warehouse1,Transaction processed for Main location,system,2025-02-07 00:00:00
1511,3072,Hand Warmers - 10 Pack,Ski,Backup,Transfer,2025-06-11 00:00:00,-13,9.22,-119.86,TRF-8748,Warehouse Transfer,12,-1,system,Transaction processed for Backup location,system,2025-06-11 00:00:00
1512,2061,Mixing Bowl,Kitchen,Main,Sale,2025-08-01 00:00:00,-2,31.76,-63.52,SO-54060,Customer Sale,90,88,warehouse1,Transaction processed for Main location,system,2025-08-01 00:00:00
1513,3103,Snowboard Bindings - Pro,Ski,Backup,Sale,2025-02-18 00:00:00,-25,197.49,-4937.25,SO-73845,Customer Sale,6,-19,system,Transaction processed for Backup location,system,2025-02-18 00:00:00
1514,3092,All-Mountain Snowboard - 158cm,Ski,Backup,Sale,2025-05-23 00:00:00,-21,511.74,-10746.54,SO-56425,Customer Sale,94,73,warehouse1,Transaction processed for Backup location,system,2025-05-23 00:00:00
1515,1561,EcoFire Camping Stove,Camping,Backup,Receipt,2025-07-02 00:00:00,135,88.16,11901.15,PO-5347,Purchase Order Receipt,142,277,warehouse1,Transaction processed for Backup location,system,2025-07-02 00:00:00
1516,1523,TrailLite Daypack,Camping,Backup,Adjustment,2025-05-25 00:00:00,19,52.82,1003.58,ADJ-1516,Physical Count,99,118,system,Transaction processed for Backup location,system,2025-05-25 00:00:00
1517,3103,Snowboard Bindings - Pro,Ski,Main,Sale,2025-12-15 00:00:00,-44,197.49,-8689.56,SO-99200,Customer Sale,98,54,system,Transaction processed for Main location,system,2025-12-15 00:00:00
1518,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Sale,2026-01-17 00:00:00,-26,142.69,-3709.94,SO-74701,Customer Sale,93,67,system,Transaction processed for Backup location,system,2026-01-17 00:00:00
1519,3053,Waterproof Ski Pants,Ski,Main,Receipt,2025-07-15 00:00:00,183,166.92,30546.23,PO-6573,Purchase Order Receipt,28,211,warehouse2,Transaction processed for Main location,system,2025-07-15 00:00:00
1520,1522,SummitClimber Backpack,Camping,Main,Receipt,2026-02-26 00:00:00,18,171.04,3078.68,PO-9482,Purchase Order Receipt,78,96,system,Transaction processed for Main location,system,2026-02-26 00:00:00
1521,2051,Ice Cream Bowl,Kitchen,Backup,Receipt,2025-07-19 00:00:00,101,15.63,1578.89,PO-5381,Purchase Order Receipt,79,180,warehouse1,Transaction processed for Backup location,system,2025-07-19 00:00:00
1522,2031,Coffee Mug,Kitchen,Main,Sale,2025-06-05 00:00:00,-14,20.63,-288.82,SO-58565,Customer Sale,160,146,warehouse2,Transaction processed for Main location,system,2025-06-05 00:00:00
1523,2031,Coffee Mug,Kitchen,Main,Sale,2025-10-11 00:00:00,-8,20.63,-165.04,SO-63424,Customer Sale,80,72,warehouse2,Transaction processed for Main location,system,2025-10-11 00:00:00
1524,3081,All-Temp Ski Wax Kit,Ski,Main,Sale,2025-12-14 00:00:00,-40,51.76,-2070.4,SO-21551,Customer Sale,91,51,warehouse1,Transaction processed for Main location,system,2025-12-14 00:00:00
1525,3092,All-Mountain Snowboard - 158cm,Ski,Backup,Receipt,2025-12-07 00:00:00,32,520.13,16644.29,PO-9332,Purchase Order Receipt,54,86,system,Transaction processed for Backup location,system,2025-12-07 00:00:00
1526,2112,4-Slice Toaster,Kitchen,Main,Sale,2026-01-29 00:00:00,-1,69.59,-69.59,SO-40482,Customer Sale,122,121,system,Transaction processed for Main location,system,2026-01-29 00:00:00
1527,2091,Spatula,Kitchen,Main,Receipt,2025-05-10 00:00:00,41,8.77,359.7,PO-8240,Purchase Order Receipt,13,54,system,Transaction processed for Main location,system,2025-05-10 00:00:00
1528,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2025-12-21 00:00:00,99,91.32,9040.31,PO-6632,Purchase Order Receipt,132,231,warehouse2,Transaction processed for Main location,system,2025-12-21 00:00:00
1529,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2025-03-20 00:00:00,-8,436.47,-3491.76,SO-50625,Customer Sale,70,62,warehouse2,Transaction processed for Backup location,system,2025-03-20 00:00:00
1530,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Return,2025-06-27 00:00:00,5,790.7,3953.52,RET-42956,Customer Return,182,187,warehouse1,Transaction processed for Main location,system,2025-06-27 00:00:00
1531,1532,TrailBlaze Hiking Pants,Camping,Main,Sale,2025-11-11 00:00:00,-23,62.58,-1439.34,SO-65140,Customer Sale,156,133,warehouse2,Transaction processed for Main location,system,2025-11-11 00:00:00
1532,1532,TrailBlaze Hiking Pants,Camping,Main,Sale,2025-10-27 00:00:00,-20,62.58,-1251.6,SO-62343,Customer Sale,157,137,warehouse1,Transaction processed for Main location,system,2025-10-27 00:00:00
1533,1563,CompactCook Camping Stove,Camping,Main,Sale,2025-11-09 00:00:00,-24,63.08,-1513.92,SO-29803,Customer Sale,62,38,system,Transaction processed for Main location,system,2025-11-09 00:00:00
1534,1571,CozyNights Sleeping Bag,Camping,Main,Receipt,2026-01-27 00:00:00,42,96.17,4039.23,PO-5475,Purchase Order Receipt,56,98,warehouse2,Transaction processed for Main location,system,2026-01-27 00:00:00
1535,1532,TrailBlaze Hiking Pants,Camping,Main,Sale,2026-04-03 00:00:00,-9,62.58,-563.22,SO-23408,Customer Sale,38,29,warehouse1,Transaction processed for Main location,system,2026-04-03 00:00:00
1536,2081,Food Storage Set,Kitchen,Main,Sale,2026-01-26 00:00:00,-37,26.64,-985.68,SO-70127,Customer Sale,131,94,system,Transaction processed for Main location,system,2026-01-26 00:00:00
1537,1532,TrailBlaze Hiking Pants,Camping,Main,Adjustment,2025-01-20 00:00:00,-18,62.58,-1126.44,ADJ-1537,Physical Count,159,141,warehouse1,Transaction processed for Main location,system,2025-01-20 00:00:00
1538,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2026-01-12 00:00:00,-14,325.6,-4558.4,SO-88657,Customer Sale,18,4,system,Transaction processed for Backup location,system,2026-01-12 00:00:00
1539,3103,Snowboard Bindings - Pro,Ski,Main,Receipt,2025-10-16 00:00:00,176,200.64,35312.98,PO-7744,Purchase Order Receipt,61,237,warehouse1,Transaction processed for Main location,system,2025-10-16 00:00:00
1540,2031,Coffee Mug,Kitchen,Main,Transfer,2025-02-11 00:00:00,-39,20.63,-804.57,TRF-8269,Warehouse Transfer,219,180,warehouse2,Transaction processed for Main location,system,2025-02-11 00:00:00
1541,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2025-05-01 00:00:00,-24,94.36,-2264.64,SO-63561,Customer Sale,67,43,warehouse1,Transaction processed for Backup location,system,2025-05-01 00:00:00
1542,2081,Food Storage Set,Kitchen,Main,Receipt,2025-01-23 00:00:00,77,25.88,1992.68,PO-8856,Purchase Order Receipt,160,237,warehouse2,Transaction processed for Main location,system,2025-01-23 00:00:00
1543,1563,CompactCook Camping Stove,Camping,Main,Receipt,2025-04-19 00:00:00,29,60.73,1761.15,PO-1386,Purchase Order Receipt,123,152,warehouse1,Transaction processed for Main location,system,2025-04-19 00:00:00
1544,2112,4-Slice Toaster,Kitchen,Main,Sale,2025-02-23 00:00:00,-9,69.59,-626.31,SO-79003,Customer Sale,8,-1,system,Transaction processed for Main location,system,2025-02-23 00:00:00
1545,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2025-02-28 00:00:00,-18,436.47,-7856.46,SO-57465,Customer Sale,32,14,warehouse2,Transaction processed for Backup location,system,2025-02-28 00:00:00
1546,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Sale,2025-07-14 00:00:00,-50,988.38,-49419.0,SO-81335,Customer Sale,92,42,system,Transaction processed for Main location,system,2025-07-14 00:00:00
1547,1543,TrekStar Hiking Sandals,Camping,Backup,Sale,2025-01-13 00:00:00,-50,54.12,-2706.0,SO-92389,Customer Sale,72,22,warehouse2,Transaction processed for Backup location,system,2025-01-13 00:00:00
1548,2071,Baking Pan,Kitchen,Backup,Receipt,2026-01-27 00:00:00,19,22.02,418.3,PO-2628,Purchase Order Receipt,89,108,system,Transaction processed for Backup location,system,2026-01-27 00:00:00
1549,1523,TrailLite Daypack,Camping,Main,Return,2025-09-21 00:00:00,2,42.26,84.51,RET-12793,Customer Return,101,103,warehouse2,Transaction processed for Main location,system,2025-09-21 00:00:00
1550,2051,Ice Cream Bowl,Kitchen,Backup,Sale,2025-02-07 00:00:00,-4,15.86,-63.44,SO-47407,Customer Sale,58,54,system,Transaction processed for Backup location,system,2025-02-07 00:00:00
1551,1523,TrailLite Daypack,Camping,Backup,Sale,2025-11-24 00:00:00,-46,52.82,-2429.72,SO-79778,Customer Sale,26,-20,warehouse2,Transaction processed for Backup location,system,2025-11-24 00:00:00
1552,3091,Freestyle Snowboard - 155cm,Ski,Main,Damage,2026-02-23 00:00:00,-1,420.23,-420.23,DMG-1552,Warehouse Damage,108,107,warehouse2,Transaction processed for Main location,system,2026-02-23 00:00:00
1553,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Transfer,2025-09-07 00:00:00,-5,233.42,-1167.1,TRF-8761,Warehouse Transfer,71,66,warehouse2,Transaction processed for Main location,system,2025-09-07 00:00:00
1554,1541,TrekReady Hiking Boots,Camping,Main,Adjustment,2025-03-22 00:00:00,-7,137.96,-965.72,ADJ-1554,Cycle Count,7,0,system,Transaction processed for Main location,system,2025-03-22 00:00:00
1555,3031,Pro Flex Racing Ski Boots,Ski,Main,Adjustment,2025-05-27 00:00:00,-3,491.77,-1475.31,ADJ-1555,Physical Count,200,197,system,Transaction processed for Main location,system,2025-05-27 00:00:00
1556,2061,Mixing Bowl,Kitchen,Main,Receipt,2025-04-05 00:00:00,53,30.71,1627.72,PO-3565,Purchase Order Receipt,15,68,system,Transaction processed for Main location,system,2025-04-05 00:00:00
1557,1553,Adventure Dining Table,Camping,Main,Transfer,2026-02-03 00:00:00,-22,117.62,-2587.64,TRF-1739,Warehouse Transfer,87,65,warehouse2,Transaction processed for Main location,system,2026-02-03 00:00:00
1558,2081,Food Storage Set,Kitchen,Main,Adjustment,2026-01-16 00:00:00,-11,26.64,-293.04,ADJ-1558,System Correction,46,35,system,Transaction processed for Main location,system,2026-01-16 00:00:00
1559,3032,Comfort Fit Recreational Boots,Ski,Backup,Sale,2025-07-18 00:00:00,-36,280.22,-10087.92,SO-89396,Customer Sale,86,50,warehouse2,Transaction processed for Backup location,system,2025-07-18 00:00:00
1560,3052,Thermal Base Layer Set - Women's,Ski,Main,Receipt,2026-01-11 00:00:00,46,95.77,4405.44,PO-3727,Purchase Order Receipt,19,65,warehouse1,Transaction processed for Main location,system,2026-01-11 00:00:00
1561,3033,Women's Performance Ski Boots,Ski,Main,Sale,2026-03-24 00:00:00,-27,436.47,-11784.69,SO-96127,Customer Sale,14,-13,system,Transaction processed for Main location,system,2026-03-24 00:00:00
1562,3104,Ski Tuning Bench - Portable,Ski,Backup,Sale,2025-09-05 00:00:00,-14,130.12,-1821.68,SO-96152,Customer Sale,79,65,system,Transaction processed for Backup location,system,2025-09-05 00:00:00
1563,3101,Winter Boots - Insulated,Ski,Main,Receipt,2025-08-03 00:00:00,130,116.94,15202.22,PO-4436,Purchase Order Receipt,54,184,warehouse2,Transaction processed for Main location,system,2025-08-03 00:00:00
1564,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Transfer,2025-11-22 00:00:00,-29,662.3,-19206.7,TRF-1133,Warehouse Transfer,112,83,warehouse1,Transaction processed for Backup location,system,2025-11-22 00:00:00
1565,2101,Measuring Cup Set,Kitchen,Main,Adjustment,2025-12-23 00:00:00,11,14.49,159.39,ADJ-1565,Physical Count,84,95,warehouse1,Transaction processed for Main location,system,2025-12-23 00:00:00
1566,1563,CompactCook Camping Stove,Camping,Main,Receipt,2025-11-30 00:00:00,42,62.3,2616.5,PO-5359,Purchase Order Receipt,73,115,warehouse1,Transaction processed for Main location,system,2025-11-30 00:00:00
1567,3103,Snowboard Bindings - Pro,Ski,Main,Receipt,2026-03-22 00:00:00,190,193.14,36697.04,PO-9665,Purchase Order Receipt,4,194,warehouse1,Transaction processed for Main location,system,2026-03-22 00:00:00
1568,2041,Serving Platter,Kitchen,Main,Sale,2025-07-22 00:00:00,-24,43.5,-1044.0,SO-33275,Customer Sale,53,29,system,Transaction processed for Main location,system,2025-07-22 00:00:00
1569,1511,Alpine Explorer Tent,Camping,Regional,Sale,2025-04-22 00:00:00,-35,333.4,-11669.0,SO-68966,Customer Sale,1,-34,warehouse1,Transaction processed for Regional location,system,2025-04-22 00:00:00
1570,2071,Baking Pan,Kitchen,Backup,Sale,2025-10-05 00:00:00,-41,21.57,-884.37,SO-51185,Customer Sale,74,33,system,Transaction processed for Backup location,system,2025-10-05 00:00:00
1571,2091,Spatula,Kitchen,Main,Sale,2025-02-12 00:00:00,-15,8.83,-132.45,SO-50558,Customer Sale,93,78,system,Transaction processed for Main location,system,2025-02-12 00:00:00
1572,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2026-03-01 00:00:00,131,98.89,12954.89,PO-4223,Purchase Order Receipt,35,166,warehouse1,Transaction processed for Main location,system,2026-03-01 00:00:00
1573,3082,Edge Tuning Tool Set,Ski,Main,Sale,2025-01-23 00:00:00,-49,95.08,-4658.92,SO-32574,Customer Sale,110,61,warehouse1,Transaction processed for Main location,system,2025-01-23 00:00:00
1574,3081,All-Temp Ski Wax Kit,Ski,Main,Receipt,2026-02-04 00:00:00,95,52.38,4975.82,PO-2093,Purchase Order Receipt,72,167,warehouse2,Transaction processed for Main location,system,2026-02-04 00:00:00
1575,1562,PowerBurner Camping Stove,Camping,Main,Receipt,2025-12-11 00:00:00,77,143.39,11040.92,PO-5268,Purchase Order Receipt,264,341,warehouse2,Transaction processed for Main location,system,2025-12-11 00:00:00
1576,1511,Alpine Explorer Tent,Camping,Regional,Receipt,2025-02-18 00:00:00,111,341.52,37909.11,PO-3046,Purchase Order Receipt,56,167,warehouse2,Transaction processed for Regional location,system,2025-02-18 00:00:00
1577,3101,Winter Boots - Insulated,Ski,Main,Receipt,2026-01-07 00:00:00,28,124.33,3481.11,PO-8518,Purchase Order Receipt,32,60,system,Transaction processed for Main location,system,2026-01-07 00:00:00
1578,3033,Women's Performance Ski Boots,Ski,Main,Transfer,2026-01-07 00:00:00,-13,436.47,-5674.11,TRF-5121,Warehouse Transfer,24,11,warehouse2,Transaction processed for Main location,system,2026-01-07 00:00:00
1579,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2025-05-30 00:00:00,-44,94.36,-4151.84,SO-15415,Customer Sale,23,-21,warehouse2,Transaction processed for Backup location,system,2025-05-30 00:00:00
1580,3062,Anti-Fog Ski Goggles,Ski,Main,Return,2025-10-06 00:00:00,2,70.02,140.03,RET-87969,Customer Return,66,68,warehouse2,Transaction processed for Main location,system,2025-10-06 00:00:00
1581,3061,Professional Ski Helmet,Ski,Main,Sale,2025-05-12 00:00:00,-11,126.34,-1389.74,SO-94552,Customer Sale,45,34,warehouse1,Transaction processed for Main location,system,2025-05-12 00:00:00
1582,1541,TrekReady Hiking Boots,Camping,Main,Sale,2026-01-08 00:00:00,-49,137.96,-6760.04,SO-16237,Customer Sale,2,-47,system,Transaction processed for Main location,system,2026-01-08 00:00:00
1583,1512,SkyView 2-Person Tent,Camping,Main,Sale,2025-10-03 00:00:00,-10,237.35,-2373.5,SO-36780,Customer Sale,176,166,warehouse2,Transaction processed for Main location,system,2025-10-03 00:00:00
1584,1571,CozyNights Sleeping Bag,Camping,Main,Receipt,2025-10-28 00:00:00,103,101.99,10505.39,PO-6197,Purchase Order Receipt,41,144,system,Transaction processed for Main location,system,2025-10-28 00:00:00
1585,2031,Coffee Mug,Kitchen,Main,Damage,2025-04-18 00:00:00,-6,20.63,-123.78,DMG-1585,Quality Issue,130,124,warehouse2,Transaction processed for Main location,system,2025-04-18 00:00:00
1586,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2025-06-10 00:00:00,-15,142.69,-2140.35,SO-25346,Customer Sale,34,19,warehouse2,Transaction processed for Main location,system,2025-06-10 00:00:00
1587,1542,TrailWalker Hiking Shoes,Camping,Main,Adjustment,2025-11-01 00:00:00,-1,88.4,-88.4,ADJ-1587,Physical Count,36,35,system,Transaction processed for Main location,system,2025-11-01 00:00:00
1588,2021,Chef Knife,Kitchen,Main,Adjustment,2025-04-22 00:00:00,-17,54.49,-926.33,ADJ-1588,Physical Count,81,64,warehouse2,Transaction processed for Main location,system,2025-04-22 00:00:00
1589,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2025-09-27 00:00:00,-49,142.69,-6991.81,SO-22312,Customer Sale,46,-3,system,Transaction processed for Main location,system,2025-09-27 00:00:00
1590,1532,TrailBlaze Hiking Pants,Camping,Main,Sale,2025-08-16 00:00:00,-34,62.58,-2127.72,SO-21611,Customer Sale,147,113,warehouse2,Transaction processed for Main location,system,2025-08-16 00:00:00
1591,3103,Snowboard Bindings - Pro,Ski,Main,Receipt,2025-01-14 00:00:00,118,193.03,22778.01,PO-1529,Purchase Order Receipt,65,183,warehouse1,Transaction processed for Main location,system,2025-01-14 00:00:00
1592,3081,All-Temp Ski Wax Kit,Ski,Main,Sale,2026-01-24 00:00:00,-12,51.76,-621.12,SO-13507,Customer Sale,7,-5,warehouse1,Transaction processed for Main location,system,2026-01-24 00:00:00
1593,2111,High-Speed Blender,Kitchen,Main,Receipt,2025-04-09 00:00:00,37,129.87,4805.14,PO-2125,Purchase Order Receipt,102,139,warehouse1,Transaction processed for Main location,system,2025-04-09 00:00:00
1594,1561,EcoFire Camping Stove,Camping,Backup,Sale,2026-03-09 00:00:00,-36,87.74,-3158.64,SO-92237,Customer Sale,15,-21,system,Transaction processed for Backup location,system,2026-03-09 00:00:00
1595,2071,Baking Pan,Kitchen,Main,Adjustment,2025-12-16 00:00:00,-9,21.57,-194.13,ADJ-1595,System Correction,71,62,warehouse1,Transaction processed for Main location,system,2025-12-16 00:00:00
1596,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Adjustment,2025-10-19 00:00:00,-14,662.3,-9272.2,ADJ-1596,Cycle Count,82,68,system,Transaction processed for Backup location,system,2025-10-19 00:00:00
1597,2012,Espresso Machine,Kitchen,Main,Sale,2025-12-23 00:00:00,-47,286.54,-13467.38,SO-11272,Customer Sale,140,93,warehouse1,Transaction processed for Main location,system,2025-12-23 00:00:00
1598,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2025-01-27 00:00:00,-50,94.36,-4718.0,SO-87327,Customer Sale,93,43,system,Transaction processed for Backup location,system,2025-01-27 00:00:00
1599,1571,CozyNights Sleeping Bag,Camping,Main,Receipt,2025-12-05 00:00:00,199,95.28,18960.47,PO-7483,Purchase Order Receipt,49,248,warehouse1,Transaction processed for Main location,system,2025-12-05 00:00:00
1600,3032,Comfort Fit Recreational Boots,Ski,Backup,Transfer,2025-02-19 00:00:00,-41,280.22,-11489.02,TRF-5571,Warehouse Transfer,23,-18,system,Transaction processed for Backup location,system,2025-02-19 00:00:00
1601,3091,Freestyle Snowboard - 155cm,Ski,Main,Receipt,2025-08-18 00:00:00,189,406.14,76760.36,PO-8796,Purchase Order Receipt,140,329,warehouse1,Transaction processed for Main location,system,2025-08-18 00:00:00
1602,3081,All-Temp Ski Wax Kit,Ski,Backup,Damage,2025-11-06 00:00:00,-10,51.76,-517.6,DMG-1602,Warehouse Damage,49,39,system,Transaction processed for Backup location,system,2025-11-06 00:00:00
1603,3032,Comfort Fit Recreational Boots,Ski,Backup,Sale,2026-02-21 00:00:00,-5,280.22,-1401.1,SO-15859,Customer Sale,135,130,system,Transaction processed for Backup location,system,2026-02-21 00:00:00
1604,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Receipt,2025-01-18 00:00:00,86,145.31,12496.79,PO-8801,Purchase Order Receipt,3,89,warehouse2,Transaction processed for Main location,system,2025-01-18 00:00:00
1605,3101,Winter Boots - Insulated,Ski,Main,Adjustment,2025-06-06 00:00:00,0,119.61,0.0,ADJ-1605,Physical Count,36,36,system,Transaction processed for Main location,system,2025-06-06 00:00:00
1606,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Return,2025-01-03 00:00:00,5,114.15,570.76,RET-38353,Customer Return,26,31,warehouse1,Transaction processed for Main location,system,2025-01-03 00:00:00
1607,2021,Chef Knife,Kitchen,Backup,Sale,2025-09-08 00:00:00,-26,54.49,-1416.74,SO-65411,Customer Sale,116,90,system,Transaction processed for Backup location,system,2025-09-08 00:00:00
1608,1541,TrekReady Hiking Boots,Camping,Main,Sale,2025-04-25 00:00:00,-34,137.96,-4690.64,SO-65557,Customer Sale,80,46,warehouse1,Transaction processed for Main location,system,2025-04-25 00:00:00
1609,3103,Snowboard Bindings - Pro,Ski,Main,Adjustment,2025-02-28 00:00:00,-3,197.49,-592.47,ADJ-1609,Cycle Count,87,84,system,Transaction processed for Main location,system,2025-02-28 00:00:00
1610,3033,Women's Performance Ski Boots,Ski,Backup,Receipt,2026-04-15 00:00:00,110,441.73,48590.0,PO-2947,Purchase Order Receipt,37,147,system,Transaction processed for Backup location,system,2026-04-15 00:00:00
1611,1531,Summit Breeze Jacket,Camping,Backup,Sale,2025-11-12 00:00:00,-5,118.88,-594.4,SO-88517,Customer Sale,153,148,system,Transaction processed for Backup location,system,2025-11-12 00:00:00
1612,3062,Anti-Fog Ski Goggles,Ski,Main,Damage,2025-03-13 00:00:00,-7,87.52,-612.64,DMG-1612,Quality Issue,90,83,warehouse2,Transaction processed for Main location,system,2025-03-13 00:00:00
1613,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Receipt,2025-01-26 00:00:00,78,361.58,28203.13,PO-6047,Purchase Order Receipt,259,337,warehouse1,Transaction processed for Main location,system,2025-01-26 00:00:00
1614,1531,Summit Breeze Jacket,Camping,Backup,Sale,2025-06-22 00:00:00,-11,118.88,-1307.68,SO-46479,Customer Sale,71,60,warehouse2,Transaction processed for Backup location,system,2025-06-22 00:00:00
1615,1563,CompactCook Camping Stove,Camping,Main,Sale,2025-07-07 00:00:00,-3,63.08,-189.24,SO-24931,Customer Sale,107,104,system,Transaction processed for Main location,system,2025-07-07 00:00:00
1616,3104,Ski Tuning Bench - Portable,Ski,Backup,Sale,2025-07-21 00:00:00,-19,130.12,-2472.28,SO-94187,Customer Sale,86,67,warehouse1,Transaction processed for Backup location,system,2025-07-21 00:00:00
1617,1512,SkyView 2-Person Tent,Camping,Main,Transfer,2025-11-13 00:00:00,-16,237.35,-3797.6,TRF-1559,Warehouse Transfer,70,54,system,Transaction processed for Main location,system,2025-11-13 00:00:00
1618,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Sale,2025-02-22 00:00:00,-45,233.42,-10503.9,SO-64226,Customer Sale,223,178,system,Transaction processed for Main location,system,2025-02-22 00:00:00
1619,2121,Bamboo Cutting Board Set,Kitchen,Main,Receipt,2025-05-05 00:00:00,63,31.87,2007.94,PO-4459,Purchase Order Receipt,30,93,system,Transaction processed for Main location,system,2025-05-05 00:00:00
1620,3051,Insulated Ski Jacket - Men's,Ski,Main,Sale,2026-01-03 00:00:00,-26,210.14,-5463.64,SO-57597,Customer Sale,239,213,system,Transaction processed for Main location,system,2026-01-03 00:00:00
1621,2011,Coffee Maker,Kitchen,Backup,Sale,2025-07-22 00:00:00,-44,140.77,-6193.88,SO-17434,Customer Sale,46,2,warehouse1,Transaction processed for Backup location,system,2025-07-22 00:00:00
1622,2121,Bamboo Cutting Board Set,Kitchen,Main,Receipt,2025-03-28 00:00:00,40,32.99,1319.61,PO-5193,Purchase Order Receipt,108,148,warehouse1,Transaction processed for Main location,system,2025-03-28 00:00:00
1623,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2025-07-07 00:00:00,-29,9.22,-267.38,SO-45248,Customer Sale,53,24,warehouse1,Transaction processed for Backup location,system,2025-07-07 00:00:00
1624,2021,Chef Knife,Kitchen,Backup,Sale,2025-11-08 00:00:00,-4,54.49,-217.96,SO-12531,Customer Sale,76,72,system,Transaction processed for Backup location,system,2025-11-08 00:00:00
1625,3081,All-Temp Ski Wax Kit,Ski,Main,Sale,2025-09-20 00:00:00,-44,51.76,-2277.44,SO-90629,Customer Sale,28,-16,warehouse2,Transaction processed for Main location,system,2025-09-20 00:00:00
