ForecastID,ProductID,ProductName,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
166,2022,Fork Set,2026-05-22,Weekly,158,78.47,1.0,Growing,630,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
167,2022,Fork Set,2026-06-01,Monthly,734,75.96,1.0,Growing,630,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
168,2022,Fork Set,2026-07-01,Monthly,793,75.96,1.0,Growing,630,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-25
169,2031,Coffee Mug,2026-05-01,Monthly,675,80.94,1.0,Growing,625,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-02
170,2031,Coffee Mug,2026-05-01,Weekly,156,83.15,1.0,Growing,625,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
171,2031,Coffee Mug,2026-05-08,Weekly,156,80.0,1.0,Growing,625,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
172,2031,Coffee Mug,2026-05-15,Weekly,156,82.32,1.0,Growing,625,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
173,2031,Coffee Mug,2026-05-22,Weekly,156,76.62,1.0,Growing,625,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
174,2031,Coffee Mug,2026-06-01,Monthly,729,80.94,1.0,Growing,625,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
175,2031,Coffee Mug,2026-07-01,Monthly,787,80.94,1.0,Growing,625,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
176,2041,Serving Platter,2026-05-01,Monthly,613,77.49,1.0,Growing,568,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
177,2041,Serving Platter,2026-05-01,Weekly,142,74.25,1.0,Growing,568,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
178,2041,Serving Platter,2026-05-08,Weekly,142,79.82,1.0,Growing,568,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
179,2041,Serving Platter,2026-05-15,Weekly,142,76.25,1.0,Growing,568,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
180,2041,Serving Platter,2026-05-22,Weekly,142,72.67,1.0,Growing,568,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
181,2041,Serving Platter,2026-06-01,Monthly,662,77.49,1.0,Growing,568,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
182,2041,Serving Platter,2026-07-01,Monthly,715,77.49,1.0,Growing,568,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
183,2051,Ice Cream Bowl,2026-05-01,Monthly,216,90.68,1.0,Growing,200,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
184,2051,Ice Cream Bowl,2026-05-01,Weekly,50,93.16,1.0,Growing,200,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
185,2051,Ice Cream Bowl,2026-05-08,Weekly,50,92.32,1.0,Growing,200,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
186,2051,Ice Cream Bowl,2026-05-15,Weekly,50,89.3,1.0,Growing,200,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
187,2051,Ice Cream Bowl,2026-05-22,Weekly,50,92.51,1.0,Growing,200,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
188,2051,Ice Cream Bowl,2026-06-01,Monthly,233,90.68,1.0,Growing,200,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
189,2051,Ice Cream Bowl,2026-07-01,Monthly,251,90.68,1.0,Growing,200,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04
190,2061,Mixing Bowl,2026-05-01,Monthly,592,89.01,1.0,Growing,549,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
191,2061,Mixing Bowl,2026-05-01,Weekly,137,85.61,1.0,Growing,549,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
192,2061,Mixing Bowl,2026-05-08,Weekly,137,84.21,1.0,Growing,549,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
193,2061,Mixing Bowl,2026-05-15,Weekly,137,86.85,1.0,Growing,549,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-24
194,2061,Mixing Bowl,2026-05-22,Weekly,137,85.82,1.0,Growing,549,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
195,2061,Mixing Bowl,2026-06-01,Monthly,640,89.01,1.0,Growing,549,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
196,2061,Mixing Bowl,2026-07-01,Monthly,691,89.01,1.0,Growing,549,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
197,2071,Baking Pan,2026-05-01,Monthly,629,90.28,1.0,Growing,583,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
198,2071,Baking Pan,2026-05-01,Weekly,146,92.92,1.0,Growing,583,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
199,2071,Baking Pan,2026-05-08,Weekly,146,92.11,1.0,Growing,583,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
200,2071,Baking Pan,2026-05-15,Weekly,146,92.84,1.0,Growing,583,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
201,2071,Baking Pan,2026-05-22,Weekly,146,87.72,1.0,Growing,583,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
202,2071,Baking Pan,2026-06-01,Monthly,680,90.28,1.0,Growing,583,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-06
203,2071,Baking Pan,2026-07-01,Monthly,734,90.28,1.0,Growing,583,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
204,2081,Food Storage Set,2026-05-01,Monthly,339,81.19,1.0,Growing,314,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
205,2081,Food Storage Set,2026-05-01,Weekly,78,76.69,1.0,Growing,314,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
206,2081,Food Storage Set,2026-05-08,Weekly,78,76.75,1.0,Growing,314,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
207,2081,Food Storage Set,2026-05-15,Weekly,78,80.24,1.0,Growing,314,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
208,2081,Food Storage Set,2026-05-22,Weekly,78,80.33,1.0,Growing,314,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
209,2081,Food Storage Set,2026-06-01,Monthly,366,81.19,1.0,Growing,314,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04
210,2081,Food Storage Set,2026-07-01,Monthly,395,81.19,1.0,Growing,314,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
211,2091,Spatula,2026-05-01,Monthly,237,76.27,1.0,Growing,220,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
212,2091,Spatula,2026-05-01,Weekly,55,75.32,1.0,Growing,220,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
213,2091,Spatula,2026-05-08,Weekly,55,79.03,1.0,Growing,220,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
214,2091,Spatula,2026-05-15,Weekly,55,72.33,1.0,Growing,220,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
215,2091,Spatula,2026-05-22,Weekly,55,74.3,1.0,Growing,220,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
216,2091,Spatula,2026-06-01,Monthly,256,76.27,1.0,Growing,220,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
217,2091,Spatula,2026-07-01,Monthly,277,76.27,1.0,Growing,220,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
218,2101,Measuring Cup Set,2026-05-01,Monthly,230,91.28,1.0,Growing,213,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
219,2101,Measuring Cup Set,2026-05-01,Weekly,53,88.33,1.0,Growing,213,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
220,2101,Measuring Cup Set,2026-05-08,Weekly,53,92.44,1.0,Growing,213,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
221,2101,Measuring Cup Set,2026-05-15,Weekly,53,87.37,1.0,Growing,213,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
222,2101,Measuring Cup Set,2026-05-22,Weekly,53,90.48,1.0,Growing,213,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-22
223,2101,Measuring Cup Set,2026-06-01,Monthly,248,91.28,1.0,Growing,213,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
224,2101,Measuring Cup Set,2026-07-01,Monthly,268,91.28,1.0,Growing,213,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
225,2111,High-Speed Blender,2026-05-01,Monthly,222,76.94,1.0,Growing,206,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
226,2111,High-Speed Blender,2026-05-01,Weekly,51,76.22,1.0,Growing,206,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
227,2111,High-Speed Blender,2026-05-08,Weekly,51,75.8,1.0,Growing,206,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
228,2111,High-Speed Blender,2026-05-15,Weekly,51,72.43,1.0,Growing,206,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
229,2111,High-Speed Blender,2026-05-22,Weekly,51,78.62,1.0,Growing,206,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
230,2111,High-Speed Blender,2026-06-01,Monthly,240,76.94,1.0,Growing,206,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-21
231,2111,High-Speed Blender,2026-07-01,Monthly,259,76.94,1.0,Growing,206,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-06
232,2112,4-Slice Toaster,2026-05-01,Monthly,212,87.69,1.0,Growing,197,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
233,2112,4-Slice Toaster,2026-05-01,Weekly,49,84.78,1.0,Growing,197,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
234,2112,4-Slice Toaster,2026-05-08,Weekly,49,85.73,1.0,Growing,197,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
235,2112,4-Slice Toaster,2026-05-15,Weekly,49,92.38,1.0,Growing,197,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
236,2112,4-Slice Toaster,2026-05-22,Weekly,49,92.62,1.0,Growing,197,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
237,2112,4-Slice Toaster,2026-06-01,Monthly,229,87.69,1.0,Growing,197,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
238,2112,4-Slice Toaster,2026-07-01,Monthly,248,87.69,1.0,Growing,197,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-25
239,2121,Bamboo Cutting Board Set,2026-05-01,Monthly,227,94.97,1.0,Growing,211,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
240,2121,Bamboo Cutting Board Set,2026-05-01,Weekly,52,92.72,1.0,Growing,211,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
241,2121,Bamboo Cutting Board Set,2026-05-08,Weekly,52,93.37,1.0,Growing,211,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
242,2121,Bamboo Cutting Board Set,2026-05-15,Weekly,52,94.03,1.0,Growing,211,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
243,2121,Bamboo Cutting Board Set,2026-05-22,Weekly,52,92.83,1.0,Growing,211,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-11
244,2121,Bamboo Cutting Board Set,2026-06-01,Monthly,246,94.97,1.0,Growing,211,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
245,2121,Bamboo Cutting Board Set,2026-07-01,Monthly,265,94.97,1.0,Growing,211,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
246,3011,Alpine Pro Racing Skis - 170cm,2026-05-01,Monthly,36,94.86,1.0,Growing,34,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-27
247,3011,Alpine Pro Racing Skis - 170cm,2026-05-01,Weekly,8,95.38,1.0,Growing,34,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
248,3011,Alpine Pro Racing Skis - 170cm,2026-05-08,Weekly,8,93.42,1.0,Growing,34,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
249,3011,Alpine Pro Racing Skis - 170cm,2026-05-15,Weekly,8,97.73,1.0,Growing,34,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
250,3011,Alpine Pro Racing Skis - 170cm,2026-05-22,Weekly,8,99.02,1.0,Growing,34,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
251,3011,Alpine Pro Racing Skis - 170cm,2026-06-01,Monthly,79,94.86,1.0,Growing,68,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-26
252,3011,Alpine Pro Racing Skis - 170cm,2026-07-01,Monthly,85,94.86,1.0,Growing,68,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
253,3012,Mountain Master All-Terrain Skis - 165cm,2026-05-01,Monthly,43,79.1,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08
254,3012,Mountain Master All-Terrain Skis - 165cm,2026-05-01,Weekly,10,77.14,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-06
255,3012,Mountain Master All-Terrain Skis - 165cm,2026-05-08,Weekly,10,76.24,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
256,3012,Mountain Master All-Terrain Skis - 165cm,2026-05-15,Weekly,10,78.68,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
257,3012,Mountain Master All-Terrain Skis - 165cm,2026-05-22,Weekly,10,83.75,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
258,3012,Mountain Master All-Terrain Skis - 165cm,2026-06-01,Monthly,93,79.1,1.0,Growing,80,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
259,3012,Mountain Master All-Terrain Skis - 165cm,2026-07-01,Monthly,100,79.1,1.0,Growing,80,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
260,3013,Beginner's Choice Alpine Skis - 160cm,2026-05-01,Monthly,51,92.5,1.0,Growing,48,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-21
261,3013,Beginner's Choice Alpine Skis - 160cm,2026-05-01,Weekly,11,96.99,1.0,Growing,48,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
262,3013,Beginner's Choice Alpine Skis - 160cm,2026-05-08,Weekly,11,93.15,1.0,Growing,48,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-11
263,3013,Beginner's Choice Alpine Skis - 160cm,2026-05-15,Weekly,11,95.1,1.0,Growing,48,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
264,3013,Beginner's Choice Alpine Skis - 160cm,2026-05-22,Weekly,11,97.0,1.0,Growing,48,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
265,3013,Beginner's Choice Alpine Skis - 160cm,2026-06-01,Monthly,111,92.5,1.0,Growing,96,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-27
266,3013,Beginner's Choice Alpine Skis - 160cm,2026-07-01,Monthly,120,92.5,1.0,Growing,96,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
267,3021,Nordic Classic XC Skis - 185cm,2026-05-01,Monthly,19,93.69,1.0,Growing,18,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
268,3021,Nordic Classic XC Skis - 185cm,2026-05-01,Weekly,4,94.5,1.0,Growing,18,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
269,3021,Nordic Classic XC Skis - 185cm,2026-05-08,Weekly,4,98.02,1.0,Growing,18,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
270,3021,Nordic Classic XC Skis - 185cm,2026-05-15,Weekly,4,92.36,1.0,Growing,18,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
271,3021,Nordic Classic XC Skis - 185cm,2026-05-22,Weekly,4,93.68,1.0,Growing,18,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
272,3021,Nordic Classic XC Skis - 185cm,2026-06-01,Monthly,41,93.69,1.0,Growing,36,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
273,3021,Nordic Classic XC Skis - 185cm,2026-07-01,Monthly,90,93.69,1.0,Growing,72,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
274,3022,Backcountry Explorer XC Skis - 190cm,2026-05-01,Monthly,28,93.3,1.0,Growing,26,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
275,3022,Backcountry Explorer XC Skis - 190cm,2026-05-01,Weekly,6,89.44,1.0,Growing,26,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
276,3022,Backcountry Explorer XC Skis - 190cm,2026-05-08,Weekly,6,97.83,1.0,Growing,26,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
277,3022,Backcountry Explorer XC Skis - 190cm,2026-05-15,Weekly,6,90.82,1.0,Growing,26,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
278,3022,Backcountry Explorer XC Skis - 190cm,2026-05-22,Weekly,6,91.51,1.0,Growing,26,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
279,3022,Backcountry Explorer XC Skis - 190cm,2026-06-01,Monthly,60,93.3,1.0,Growing,52,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
280,3022,Backcountry Explorer XC Skis - 190cm,2026-07-01,Monthly,65,93.3,1.0,Growing,52,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
281,3031,Pro Flex Racing Ski Boots,2026-05-01,Monthly,47,89.34,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
282,3031,Pro Flex Racing Ski Boots,2026-05-01,Weekly,10,89.92,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
283,3031,Pro Flex Racing Ski Boots,2026-05-08,Weekly,10,88.14,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
284,3031,Pro Flex Racing Ski Boots,2026-05-15,Weekly,10,91.17,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-11
285,3031,Pro Flex Racing Ski Boots,2026-05-22,Weekly,10,84.68,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
286,3031,Pro Flex Racing Ski Boots,2026-06-01,Monthly,102,89.34,1.0,Growing,88,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
287,3031,Pro Flex Racing Ski Boots,2026-07-01,Monthly,110,89.34,1.0,Growing,88,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
288,3032,Comfort Fit Recreational Boots,2026-05-01,Monthly,41,91.7,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
289,3032,Comfort Fit Recreational Boots,2026-05-01,Weekly,9,89.12,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
290,3032,Comfort Fit Recreational Boots,2026-05-08,Weekly,9,90.51,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
291,3032,Comfort Fit Recreational Boots,2026-05-15,Weekly,9,89.66,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
292,3032,Comfort Fit Recreational Boots,2026-05-22,Weekly,9,93.3,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
293,3032,Comfort Fit Recreational Boots,2026-06-01,Monthly,88,91.7,1.0,Growing,76,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-21
294,3032,Comfort Fit Recreational Boots,2026-07-01,Monthly,95,91.7,1.0,Growing,76,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
295,3033,Women's Performance Ski Boots,2026-05-01,Monthly,47,80.61,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
296,3033,Women's Performance Ski Boots,2026-05-01,Weekly,10,76.86,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
297,3033,Women's Performance Ski Boots,2026-05-08,Weekly,10,80.38,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
298,3033,Women's Performance Ski Boots,2026-05-15,Weekly,10,79.31,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-22
299,3033,Women's Performance Ski Boots,2026-05-22,Weekly,10,76.1,1.0,Growing,44,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
300,3033,Women's Performance Ski Boots,2026-06-01,Monthly,102,80.61,1.0,Growing,88,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
301,3033,Women's Performance Ski Boots,2026-07-01,Monthly,110,80.61,1.0,Growing,88,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
302,3041,Carbon Fiber Racing Poles - 120cm,2026-05-01,Monthly,23,86.39,1.0,Growing,22,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
303,3041,Carbon Fiber Racing Poles - 120cm,2026-05-01,Weekly,5,88.16,1.0,Growing,22,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
304,3041,Carbon Fiber Racing Poles - 120cm,2026-05-08,Weekly,5,91.07,1.0,Growing,22,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
305,3041,Carbon Fiber Racing Poles - 120cm,2026-05-15,Weekly,5,81.83,1.0,Growing,22,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
306,3041,Carbon Fiber Racing Poles - 120cm,2026-05-22,Weekly,5,88.94,1.0,Growing,22,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
307,3041,Carbon Fiber Racing Poles - 120cm,2026-06-01,Monthly,51,86.39,1.0,Growing,44,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-21
308,3041,Carbon Fiber Racing Poles - 120cm,2026-07-01,Monthly,110,86.39,1.0,Growing,88,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
309,3042,Aluminum All-Mountain Poles - 115cm,2026-05-01,Monthly,25,86.47,1.0,Growing,24,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
310,3042,Aluminum All-Mountain Poles - 115cm,2026-05-01,Weekly,5,83.01,1.0,Growing,24,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
311,3042,Aluminum All-Mountain Poles - 115cm,2026-05-08,Weekly,5,82.64,1.0,Growing,24,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
312,3042,Aluminum All-Mountain Poles - 115cm,2026-05-15,Weekly,5,83.39,1.0,Growing,24,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
313,3042,Aluminum All-Mountain Poles - 115cm,2026-05-22,Weekly,5,82.76,1.0,Growing,24,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
314,3042,Aluminum All-Mountain Poles - 115cm,2026-06-01,Monthly,55,86.47,1.0,Growing,48,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
315,3042,Aluminum All-Mountain Poles - 115cm,2026-07-01,Monthly,120,86.47,1.0,Growing,96,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
316,3051,Insulated Ski Jacket - Men's,2026-05-01,Monthly,41,81.19,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
317,3051,Insulated Ski Jacket - Men's,2026-05-01,Weekly,9,79.12,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
318,3051,Insulated Ski Jacket - Men's,2026-05-08,Weekly,9,84.63,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
319,3051,Insulated Ski Jacket - Men's,2026-05-15,Weekly,9,82.76,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
320,3051,Insulated Ski Jacket - Men's,2026-05-22,Weekly,9,78.02,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
321,3051,Insulated Ski Jacket - Men's,2026-06-01,Monthly,88,81.19,1.0,Growing,76,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
322,3051,Insulated Ski Jacket - Men's,2026-07-01,Monthly,95,81.19,1.0,Growing,76,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-28
323,3052,Thermal Base Layer Set - Women's,2026-05-01,Monthly,45,92.6,1.0,Growing,42,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
324,3052,Thermal Base Layer Set - Women's,2026-05-01,Weekly,10,95.21,1.0,Growing,42,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
325,3052,Thermal Base Layer Set - Women's,2026-05-08,Weekly,10,89.74,1.0,Growing,42,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
326,3052,Thermal Base Layer Set - Women's,2026-05-15,Weekly,10,89.47,1.0,Growing,42,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
327,3052,Thermal Base Layer Set - Women's,2026-05-22,Weekly,10,93.47,1.0,Growing,42,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
328,3052,Thermal Base Layer Set - Women's,2026-06-01,Monthly,97,92.6,1.0,Growing,84,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
329,3052,Thermal Base Layer Set - Women's,2026-07-01,Monthly,105,92.6,1.0,Growing,84,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
