PurchaseOrderItemID,PurchaseOrderID,ProductID,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
225,76,3101,95,,132.32,12570.4,Pending,2026-05-07,,Supplier SKU: WOR-3101,system,2026-04-12
226,76,2121,62,,33.23,2060.26,Pending,2026-05-07,,Supplier SKU: WOR-2121,system,2026-04-12
227,77,3011,30,30.0,910.08,27302.4,Received,2026-03-28,2026-03-31,Supplier SKU: FAB-3011,system,2026-03-12
228,77,3053,52,40.0,211.38,10991.76,Backordered,2026-03-28,2026-03-31,Supplier SKU: FAB-3053,system,2026-03-12
229,77,3021,55,55.0,278.45,15314.75,Received,2026-03-28,2026-03-31,Supplier SKU: FAB-3021,system,2026-03-12
230,77,3012,2,2.0,703.52,1407.04,Received,2026-03-28,2026-03-31,Supplier SKU: FAB-3012,system,2026-03-12
231,77,3102,2,2.0,194.91,389.82,Received,2026-03-28,2026-03-31,Supplier SKU: FAB-3102,system,2026-03-12
232,78,1552,7,,58.45,409.15,Shipped,2026-05-04,,Supplier SKU: CON-1552,system,2026-04-24
233,78,1581,2,,48.56,97.12,Shipped,2026-05-04,,Supplier SKU: CON-1581,system,2026-04-24
234,78,1561,125,,82.06,10257.5,Shipped,2026-05-04,,Supplier SKU: CON-1561,system,2026-04-24
235,79,1543,13,13.0,65.36,849.68,Received,2026-02-19,2026-02-20,Supplier SKU: CON-1543,system,2026-02-04
236,79,1512,27,27.0,219.21,5918.67,Received,2026-02-19,2026-02-20,Supplier SKU: CON-1512,system,2026-02-04
237,79,1553,115,115.0,91.38,10508.7,Received,2026-02-19,2026-02-20,Supplier SKU: CON-1553,system,2026-02-04
238,79,1581,2,1.0,48.56,97.12,Backordered,2026-02-19,2026-02-20,Supplier SKU: CON-1581,system,2026-02-04
239,80,3012,234,234.0,597.44,139800.96,Received,2026-03-04,2026-03-06,Supplier SKU: ALP-3012,system,2026-02-15
240,81,2081,10,10.0,25.3,253.0,Received,2026-02-18,2026-02-21,Supplier SKU: PRO-2081,system,2026-02-10
241,82,3062,16,16.0,94.79,1516.64,Received,2026-02-25,2026-03-09,Supplier SKU: FAB-3062,system,2026-02-13
242,82,3053,114,114.0,211.38,24097.32,Received,2026-02-25,2026-03-09,Supplier SKU: FAB-3053,system,2026-02-13
243,83,3072,91,91.0,11.41,1038.31,Received,2026-04-26,2026-04-28,Supplier SKU: FAB-3072,system,2026-04-11
244,83,3011,38,38.0,910.08,34583.04,Received,2026-04-26,2026-04-28,Supplier SKU: FAB-3011,system,2026-04-11
245,84,1572,4,4.0,222.59,890.36,Received,2026-04-01,2026-04-01,Supplier SKU: CON-1572,system,2026-03-17
246,84,1562,103,103.0,121.04,12467.12,Received,2026-04-01,2026-04-01,Supplier SKU: CON-1562,system,2026-03-17
247,84,1533,47,47.0,107.2,5038.4,Received,2026-04-01,2026-04-01,Supplier SKU: CON-1533,system,2026-03-17
248,84,1541,7,7.0,127.43,892.01,Received,2026-04-01,2026-04-01,Supplier SKU: CON-1541,system,2026-03-17
249,85,2071,6,6.0,21.94,131.64,Received,2026-04-15,2026-04-18,Supplier SKU: PRO-2071,system,2026-04-07
250,85,2031,12,12.0,23.04,276.48,Received,2026-04-15,2026-04-18,Supplier SKU: PRO-2031,system,2026-04-07
251,85,2111,1,1.0,123.0,123.0,Received,2026-04-15,2026-04-18,Supplier SKU: PRO-2111,system,2026-04-07
252,85,2121,6,6.0,30.0,180.0,Received,2026-04-15,2026-04-18,Supplier SKU: PRO-2121,system,2026-04-07
253,86,3021,119,119.0,278.45,33135.55,Received,2026-04-29,2026-05-10,Supplier SKU: FAB-3021,system,2026-04-13
254,87,1533,45,45.0,107.2,4824.0,Received,2026-04-15,2026-04-17,Supplier SKU: CON-1533,system,2026-04-02
255,87,1563,5,5.0,70.33,351.65,Received,2026-04-15,2026-04-17,Supplier SKU: CON-1563,system,2026-04-02
256,87,1571,144,144.0,109.65,15789.6,Received,2026-04-15,2026-04-17,Supplier SKU: CON-1571,system,2026-04-02
257,88,1541,2,,137.75,275.5,Pending,2026-05-17,,Supplier SKU: WOR-1541,system,2026-04-26
258,88,1511,47,,360.55,16945.85,Pending,2026-05-17,,Supplier SKU: WOR-1511,system,2026-04-26
259,89,3021,106,,278.45,29515.7,Pending,2026-05-15,,Supplier SKU: FAB-3021,system,2026-04-27
260,89,3062,10,,94.79,947.9,Pending,2026-05-15,,Supplier SKU: FAB-3062,system,2026-04-27
261,89,3053,74,,211.38,15642.12,Pending,2026-05-15,,Supplier SKU: FAB-3053,system,2026-04-27
262,89,3072,121,,11.41,1380.61,Pending,2026-05-15,,Supplier SKU: FAB-3072,system,2026-04-27
263,89,3012,1,,703.52,703.52,Pending,2026-05-15,,Supplier SKU: FAB-3012,system,2026-04-27
264,90,1553,64,61.0,91.38,5848.32,Backordered,2026-03-24,2026-03-25,Supplier SKU: CON-1553,system,2026-03-15
265,90,1581,5,5.0,48.56,242.8,Received,2026-03-24,2026-03-25,Supplier SKU: CON-1581,system,2026-03-15
266,91,3012,119,119.0,676.38,80489.22,Received,2026-03-28,2026-03-30,Supplier SKU: WOR-3012,system,2026-03-02
267,91,1511,48,48.0,360.55,17306.4,Received,2026-03-28,2026-03-30,Supplier SKU: WOR-1511,system,2026-03-02
268,91,2011,93,93.0,130.73,12157.89,Received,2026-03-28,2026-03-30,Supplier SKU: WOR-2011,system,2026-03-02
269,91,3101,35,35.0,132.32,4631.2,Received,2026-03-28,2026-03-30,Supplier SKU: WOR-3101,system,2026-03-02
270,91,2111,68,68.0,162.2,11029.6,Received,2026-03-28,2026-03-30,Supplier SKU: WOR-2111,system,2026-03-02
271,92,3012,1,1.0,703.52,703.52,Received,2026-04-08,2026-04-08,Supplier SKU: FAB-3012,system,2026-03-22
272,92,3062,41,41.0,94.79,3886.39,Received,2026-04-08,2026-04-08,Supplier SKU: FAB-3062,system,2026-03-22
273,92,3053,137,137.0,211.38,28959.06,Received,2026-04-08,2026-04-08,Supplier SKU: FAB-3053,system,2026-03-22
274,92,3011,33,33.0,910.08,30032.64,Received,2026-04-08,2026-04-08,Supplier SKU: FAB-3011,system,2026-03-22
275,93,3013,56,56.0,344.68,19302.08,Received,2026-04-20,2026-04-23,Supplier SKU: ALP-3013,system,2026-04-07
276,94,1522,13,9.0,163.1,2120.3,Backordered,2026-02-07,2026-02-09,Supplier SKU: CON-1522,system,2026-01-30
277,94,1581,1,0.0,48.56,48.56,Backordered,2026-02-07,2026-02-09,Supplier SKU: CON-1581,system,2026-01-30
278,94,1571,119,119.0,109.65,13048.35,Received,2026-02-07,2026-02-09,Supplier SKU: CON-1571,system,2026-01-30
279,94,1521,23,23.0,122.8,2824.4,Received,2026-02-07,2026-02-09,Supplier SKU: CON-1521,system,2026-01-30
280,94,1562,56,49.0,121.04,6778.24,Backordered,2026-02-07,2026-02-09,Supplier SKU: CON-1562,system,2026-01-30
281,95,2071,5,5.0,21.94,109.7,Received,2026-03-18,2026-03-21,Supplier SKU: PRO-2071,system,2026-03-03
282,95,2012,35,35.0,312.61,10941.35,Received,2026-03-18,2026-03-21,Supplier SKU: PRO-2012,system,2026-03-03
283,96,3053,244,,211.38,51576.72,Shipped,2026-02-26,,Supplier SKU: FAB-3053,system,2026-02-10
284,96,3011,23,,910.08,20931.84,Shipped,2026-02-26,,Supplier SKU: FAB-3011,system,2026-02-10
285,96,3062,25,,94.79,2369.75,Shipped,2026-02-26,,Supplier SKU: FAB-3062,system,2026-02-10
286,97,3104,5,,118.89,594.45,Pending,2026-05-01,,Supplier SKU: ALP-3104,system,2026-04-16
287,97,3041,50,,127.74,6387.0,Pending,2026-05-01,,Supplier SKU: ALP-3041,system,2026-04-16
288,97,3013,183,,344.68,63076.44,Pending,2026-05-01,,Supplier SKU: ALP-3013,system,2026-04-16
289,97,3042,5,,62.54,312.7,Pending,2026-05-01,,Supplier SKU: ALP-3042,system,2026-04-16
290,97,3101,47,,96.57,4538.79,Pending,2026-05-01,,Supplier SKU: ALP-3101,system,2026-04-16
291,98,3053,8,8.0,154.8,1238.4,Received,2026-04-11,2026-04-12,Supplier SKU: ALP-3053,system,2026-03-30
292,98,3062,2,2.0,81.58,163.16,Received,2026-04-11,2026-04-12,Supplier SKU: ALP-3062,system,2026-03-30
293,98,3042,5,3.0,62.54,312.7,Backordered,2026-04-11,2026-04-12,Supplier SKU: ALP-3042,system,2026-03-30
294,99,2012,36,,312.61,11253.96,Pending,2026-05-08,,Supplier SKU: PRO-2012,system,2026-04-25
295,99,2112,16,,66.6,1065.6,Pending,2026-05-08,,Supplier SKU: PRO-2112,system,2026-04-25
296,99,2121,9,,30.0,270.0,Pending,2026-05-08,,Supplier SKU: PRO-2121,system,2026-04-25
297,99,2031,23,,23.04,529.92,Pending,2026-05-08,,Supplier SKU: PRO-2031,system,2026-04-25
298,100,3061,25,25.0,151.7,3792.5,Received,2026-04-06,2026-04-08,Supplier SKU: ALP-3061,system,2026-03-26
299,100,3104,4,4.0,118.89,475.56,Received,2026-04-06,2026-04-08,Supplier SKU: ALP-3104,system,2026-03-26
300,100,3092,24,24.0,540.11,12962.64,Received,2026-04-06,2026-04-08,Supplier SKU: ALP-3092,system,2026-03-26
301,100,3032,11,11.0,240.85,2649.35,Received,2026-04-06,2026-04-08,Supplier SKU: ALP-3032,system,2026-03-26
302,101,3101,105,105.0,132.32,13893.6,Received,2026-04-15,2026-04-17,Supplier SKU: WOR-3101,system,2026-03-20
303,101,1511,50,50.0,360.55,18027.5,Received,2026-04-15,2026-04-17,Supplier SKU: WOR-1511,system,2026-03-20
304,102,3102,2,,194.91,389.82,Pending,2026-04-30,,Supplier SKU: FAB-3102,system,2026-04-14
305,102,3011,24,,910.08,21841.92,Pending,2026-04-30,,Supplier SKU: FAB-3011,system,2026-04-14
306,102,3021,95,,278.45,26452.75,Pending,2026-04-30,,Supplier SKU: FAB-3021,system,2026-04-14
307,103,3053,179,,211.38,37837.02,Shipped,2026-05-08,,Supplier SKU: FAB-3053,system,2026-04-21
308,103,3012,3,,703.52,2110.56,Shipped,2026-05-08,,Supplier SKU: FAB-3012,system,2026-04-21
309,103,3011,42,,910.08,38223.36,Shipped,2026-05-08,,Supplier SKU: FAB-3011,system,2026-04-21
310,103,3102,2,,194.91,389.82,Shipped,2026-05-08,,Supplier SKU: FAB-3102,system,2026-04-21
311,104,2011,64,64.0,130.73,8366.72,Received,2026-03-19,2026-03-22,Supplier SKU: WOR-2011,system,2026-02-21
312,104,3053,93,93.0,174.26,16206.18,Received,2026-03-19,2026-03-22,Supplier SKU: WOR-3053,system,2026-02-21
313,104,2121,118,118.0,33.23,3921.14,Received,2026-03-19,2026-03-22,Supplier SKU: WOR-2121,system,2026-02-21
314,104,1541,1,1.0,137.75,137.75,Received,2026-03-19,2026-03-22,Supplier SKU: WOR-1541,system,2026-02-21
315,105,1541,19,19.0,127.43,2421.17,Received,2026-03-22,2026-03-25,Supplier SKU: CON-1541,system,2026-03-11
316,105,1511,18,18.0,283.37,5100.66,Received,2026-03-22,2026-03-25,Supplier SKU: CON-1511,system,2026-03-11
317,105,1553,229,229.0,91.38,20926.02,Received,2026-03-22,2026-03-25,Supplier SKU: CON-1553,system,2026-03-11
318,105,1551,241,241.0,67.04,16156.64,Received,2026-03-22,2026-03-25,Supplier SKU: CON-1551,system,2026-03-11
319,106,3091,7,7.0,456.94,3198.58,Received,2026-02-15,2026-02-17,Supplier SKU: ALP-3091,system,2026-02-04
320,106,3103,8,8.0,180.33,1442.64,Received,2026-02-15,2026-02-17,Supplier SKU: ALP-3103,system,2026-02-04
321,106,3012,152,152.0,597.44,90810.88,Received,2026-02-15,2026-02-17,Supplier SKU: ALP-3012,system,2026-02-04
322,107,3102,3,3.0,194.91,584.73,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3102,system,2026-04-08
323,107,3011,28,28.0,910.08,25482.24,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3011,system,2026-04-08
324,107,3053,195,195.0,211.38,41219.1,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3053,system,2026-04-08
325,108,3041,44,44.0,127.74,5620.56,Received,2026-04-13,2026-04-15,Supplier SKU: ALP-3041,system,2026-03-28
326,108,3092,12,12.0,540.11,6481.32,Received,2026-04-13,2026-04-15,Supplier SKU: ALP-3092,system,2026-03-28
327,108,3062,4,4.0,81.58,326.32,Received,2026-04-13,2026-04-15,Supplier SKU: ALP-3062,system,2026-03-28
328,109,1572,4,2.0,222.59,890.36,Backordered,2026-03-31,2026-04-02,Supplier SKU: CON-1572,system,2026-03-20
329,109,1532,6,6.0,67.64,405.84,Received,2026-03-31,2026-04-02,Supplier SKU: CON-1532,system,2026-03-20
330,109,1552,21,21.0,58.45,1227.45,Received,2026-03-31,2026-04-02,Supplier SKU: CON-1552,system,2026-03-20
331,110,3062,39,39.0,94.79,3696.81,Received,2026-04-08,2026-04-11,Supplier SKU: FAB-3062,system,2026-03-26
332,111,1572,3,3.0,222.59,667.77,Received,2026-03-20,2026-03-21,Supplier SKU: CON-1572,system,2026-03-11
333,111,1521,10,10.0,122.8,1228.0,Received,2026-03-20,2026-03-21,Supplier SKU: CON-1521,system,2026-03-11
334,111,1561,114,79.0,82.06,9354.84,Backordered,2026-03-20,2026-03-21,Supplier SKU: CON-1561,system,2026-03-11
335,111,1551,58,58.0,67.04,3888.32,Received,2026-03-20,2026-03-21,Supplier SKU: CON-1551,system,2026-03-11
336,111,1571,184,184.0,109.65,20175.6,Received,2026-03-20,2026-03-21,Supplier SKU: CON-1571,system,2026-03-11
337,112,1511,21,,360.55,7571.55,Shipped,2026-02-22,,Supplier SKU: WOR-1511,system,2026-02-02
338,112,3101,43,,132.32,5689.76,Shipped,2026-02-22,,Supplier SKU: WOR-3101,system,2026-02-02
339,112,3012,119,,676.38,80489.22,Shipped,2026-02-22,,Supplier SKU: WOR-3012,system,2026-02-02
340,113,1542,5,5.0,90.83,454.15,Received,2026-03-09,2026-03-09,Supplier SKU: CON-1542,system,2026-02-27
341,113,1561,26,26.0,82.06,2133.56,Received,2026-03-09,2026-03-09,Supplier SKU: CON-1561,system,2026-02-27
342,113,1552,7,7.0,58.45,409.15,Received,2026-03-09,2026-03-09,Supplier SKU: CON-1552,system,2026-02-27
343,113,1521,20,20.0,122.8,2456.0,Received,2026-03-09,2026-03-09,Supplier SKU: CON-1521,system,2026-02-27
344,114,3102,3,3.0,194.91,584.73,Received,2026-03-08,2026-03-21,Supplier SKU: FAB-3102,system,2026-02-23
345,114,3053,112,112.0,211.38,23674.56,Received,2026-03-08,2026-03-21,Supplier SKU: FAB-3053,system,2026-02-23
346,115,3092,22,22.0,540.11,11882.42,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3092,system,2026-03-02
347,115,3051,76,76.0,226.49,17213.24,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3051,system,2026-03-02
348,115,3103,25,25.0,180.33,4508.25,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3103,system,2026-03-02
349,115,3053,15,15.0,154.8,2322.0,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3053,system,2026-03-02
350,115,3021,25,25.0,262.32,6558.0,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3021,system,2026-03-02
